"name";"name_ascii";"abbr";"latitude";"longitude"
"escola superior de administração e gestão";"escola superior de administracao e gestao";"";-23.664;-46.538
"escola superior de ciências da saúde";"escola superior de ciencias da saude";"";-15.78;-47.93
"faculdade são miguel";"faculdade sao miguel";"";-8.054;-34.881
"faculdade de ciências médicas da paraíba";"faculdade de ciencias medicas da paraiba";"";-7.115;-34.863
"faculdade de mauá - fama";"faculdade de maua - fama";"";-23.668;-46.461
"faculdade de paulínia";"faculdade de paulinia";"";-22.761;-47.154
"faculdade de ribeirão preto";"faculdade de ribeirao preto";"";-21.178;-47.81
"faculdade católica nossa senhora das vitórias";"faculdade catolica nossa senhora das vitorias";"";-5.577;-36.909
"faculdade paraibana de processamento de dados";"faculdade paraibana de processamento de dados";"";-7.115;-34.863
"instituto de ensino superior santo andré";"instituto de ensino superior santo andre";"";-23.664;-46.538
"instituto federal de educação, ciência e tecnologia do sudeste de minas gerais";"instituto federal de educacao, ciencia e tecnologia do sudeste de minas gerais";"";-21.226;-43.774
"instituto municipal de ensino superior de assis";"instituto municipal de ensino superior de assis";"";-22.662;-50.412
"faculdade jataiense";"faculdade jataiense";"";-17.881;-51.714
"centro universitário ítalo-brasileiro";"centro universitario italo-brasileiro";"";-23.548;-46.636
"faculdade dom luis de orleans e bragança";"faculdade dom luis de orleans e braganca";"";-10.834;-38.536
"faculdade luciano feijão";"faculdade luciano feijao";"";-3.674;-40.239
"faculdade de tecnologia senai maringá";"faculdade de tecnologia senai maringa";"";-23.425;-51.939
"faculdade de vila velha";"faculdade de vila velha";"";-20.33;-40.292
"faculdade de educação thereza porto marques";"faculdade de educacao thereza porto marques";"";-23.305;-45.966
"centro universitário salesiano de são paulo";"centro universitario salesiano de sao paulo";"";-22.731;-45.125
"centro universitário serra dos órgãos";"centro universitario serra dos orgaos";"";-22.412;-42.966
"faculdade anhanguera de belo horizonte";"faculdade anhanguera de belo horizonte";"";-19.817;-43.956
"faculdade de ciências gerenciais em votuporanga";"faculdade de ciencias gerenciais em votuporanga";"";-20.423;-49.973
"faculdade de talentos humanos";"faculdade de talentos humanos";"";-19.748;-47.932
"faculdade santo antonio";"faculdade santo antonio";"";-12.136;-38.419
"instituto de ensino superior santo antônio";"instituto de ensino superior santo antonio";"";-26.304;-48.846
"universidade estadual do ceará";"universidade estadual do ceara";"";-3.717;-38.543
"centro universitário de ensino superior do amazonas";"centro universitario de ensino superior do amazonas";"";-3.102;-60.025
"faculdade de ciências humanas de curvelo";"faculdade de ciencias humanas de curvelo";"";-18.756;-44.431
"universidade federal do espírito santo";"universidade federal do espirito santo";"ufes";-20.319;-40.338
"faculdade aliança";"faculdade alianca";"";-5.089;-42.802
"faculdade tijucussu";"faculdade tijucussu";"";-23.623;-46.551
"instituto de ciências da saúde";"instituto de ciencias da saude";"";-16.735;-43.862
"instituto de ensino superior de bauru";"instituto de ensino superior de bauru";"";-22.315;-49.061
"instituto de ensino superior de teresina";"instituto de ensino superior de teresina";"";-5.089;-42.802
"instituto de ensino superior e pesquisa";"instituto de ensino superior e pesquisa";"";-20.139;-44.884
"faculdade legale";"faculdade legale";"";-23.548;-46.636
"faculdade leonardo da vinci";"faculdade leonardo da vinci";"";-30.033;-51.23
"universidade católica de pernambuco";"universidade catolica de pernambuco";"";-8.054;-34.881
"faculdade de estudos sociais do espírito santo";"faculdade de estudos sociais do espirito santo";"";-20.264;-40.42
"centro universitário anhanguera";"centro universitario anhanguera";"";-23.664;-46.538
"instituto superior de educação do icesp";"instituto superior de educacao do icesp";"";-15.78;-47.93
"instituto superior de educação do rio de janeiro";"instituto superior de educacao do rio de janeiro";"";-22.903;-43.208
"instituto superior de educação ivoti";"instituto superior de educacao ivoti";"";-29.591;-51.161
"faculdade de guanambi";"faculdade de guanambi";"";-14.223;-42.781
"faculdade de educação";"faculdade de educacao";"";-20.319;-40.338
"universidade de fortaleza";"universidade de fortaleza";"";-3.717;-38.543
"universidade do vale do rio dos sinos";"universidade do vale do rio dos sinos";"";-29.76;-51.147
"faculdade natalense de ensino e cultura";"faculdade natalense de ensino e cultura";"";-5.795;-35.209
"faculdade padrão";"faculdade padrao";"";-16.679;-49.254
"faculdade piauiense de processamento de dados";"faculdade piauiense de processamento de dados";"";-5.089;-42.802
"universidade castelo branco";"universidade castelo branco";"";-22.903;-43.208
"escola superior de educação física de jundiaí";"escola superior de educacao fisica de jundiai";"";-23.186;-46.884
"faculdade de educação e cultura de vilhena";"faculdade de educacao e cultura de vilhena";"";-12.741;-60.146
"faculdades integradas de ciências humanas, saúde e educação de guarulhos";"faculdades integradas de ciencias humanas, saude e educacao de guarulhos";"";-23.463;-46.533
"faculdades integradas de ribeirão pires";"faculdades integradas de ribeirao pires";"";-23.711;-46.413
"faculdades integradas maria imaculada";"faculdades integradas maria imaculada";"";-22.372;-46.942
"faculdade jauense";"faculdade jauense";"";-22.296;-48.558
"faculdade de itaituba";"faculdade de itaituba";"";-4.276;-55.984
"centro universitário carioca";"centro universitario carioca";"";-22.903;-43.208
"faculdade teológica batista ana wollerman";"faculdade teologica batista ana wollerman";"";-22.221;-54.806
"faculdade de tecnologia ined - unidade betim";"faculdade de tecnologia ined - unidade betim";"";-19.968;-44.198
"faculdade borges de mendonça";"faculdade borges de mendonca";"";-27.597;-48.549
"universidade de brasília";"universidade de brasilia";"";-15.78;-47.93
"universidade do estado de minas gerais";"universidade do estado de minas gerais";"";-19.817;-43.956
"faculdade cambury";"faculdade cambury";"";-16.679;-49.254
"faculdades integradas iesgo";"faculdades integradas iesgo";"";-15.537;-47.334
"instituto superior tupy - ist";"instituto superior tupy - ist";"";-26.304;-48.846
"instituto superior de educação santa cruz";"instituto superior de educacao santa cruz";"";-7.957;-36.205
"instituto federal de educação, ciência e tecnologia catarinense";"instituto federal de educacao, ciencia e tecnologia catarinense";"";-27.234;-52.028
"faculdades integradas regionais de avaré";"faculdades integradas regionais de avare";"";-23.099;-48.926
"faculdades integradas rui barbosa";"faculdades integradas rui barbosa";"";-20.896;-51.379
"faculdade brasileira de educação e cultura";"faculdade brasileira de educacao e cultura";"";-16.679;-49.254
"faculdade candido mendes de vitória";"faculdade candido mendes de vitoria";"";-20.319;-40.338
"faculdades integradas de são paulo";"faculdades integradas de sao paulo";"";-23.548;-46.636
"faculdade de ciências aplicadas e tecnológicas do litoral sul";"faculdade de ciencias aplicadas e tecnologicas do litoral sul";"";-24.183;-46.789
"faculdade educacional de colombo";"faculdade educacional de colombo";"";-25.292;-49.224
"faculdade presidente antônio carlos de lagoa santa";"faculdade presidente antonio carlos de lagoa santa";"";-19.627;-43.89
"instituto matonense municipal de ensino superior";"instituto matonense municipal de ensino superior";"";-21.603;-48.366
"faculdade de balsas";"faculdade de balsas";"";-7.533;-46.036
"faculdade luterana rui barbosa";"faculdade luterana rui barbosa";"";-24.556;-54.057
"faculdade politec";"faculdade politec";"";-22.754;-47.414
"instituto federal de educação, ciência e tecnologia de minas gerais";"instituto federal de educacao, ciencia e tecnologia de minas gerais";"";-20.006;-45.977
"instituto federal de educação, ciência e tecnologia do espírito santo";"instituto federal de educacao, ciencia e tecnologia do espirito santo";"";-20.319;-40.338
"instituto federal de educação, ciência e tecnologia goiano";"instituto federal de educacao, ciencia e tecnologia goiano";"";-17.798;-50.928
"faculdade unigran capital";"faculdade unigran capital";"";-20.443;-54.646
"escola superior de ciências sociais";"escola superior de ciencias sociais";"";-22.903;-43.208
"faculdade de ciências e educação de rubiataba";"faculdade de ciencias e educacao de rubiataba";"";-15.164;-49.803
"faculdade de ciências e tecnologia de brasília";"faculdade de ciencias e tecnologia de brasilia";"";-15.78;-47.93
"faculdade de ciências gerenciais";"faculdade de ciencias gerenciais";"";-20.581;-47.855
"faculdade jk - guará";"faculdade jk - guara";"";-15.78;-47.93
"universidade federal do estado do rio de janeiro";"universidade federal do estado do rio de janeiro";"unirio";-22.903;-43.208
"universidade da integração internacional da lusofonia afro-brasileira";"universidade da integracao internacional da lusofonia afro-brasileira";"";-4.226;-38.731
"faculdade oboé - faco";"faculdade oboe - faco";"";-3.717;-38.543
"faculdade de ciências econômicas, administrativas e contábeis de divinópolis";"faculdade de ciencias economicas, administrativas e contabeis de divinopolis";"";-20.139;-44.884
"faculdade de filosofia ciências e letras souza marques";"faculdade de filosofia ciencias e letras souza marques";"";-22.903;-43.208
"universidade do estado do pará";"universidade do estado do para";"";-1.456;-48.504
"faculdade unida da paraíba";"faculdade unida da paraiba";"";-7.115;-34.863
"faculdade atlântico";"faculdade atlantico";"";-10.911;-37.072
"faculdade metropolitana são carlos bji";"faculdade metropolitana sao carlos bji";"";-21.134;-41.68
"faculdade união bandeirante";"faculdade uniao bandeirante";"";-27.615;-48.628
"faculdade josé augusto vieira";"faculdade jose augusto vieira";"";-10.917;-37.65
"faculdade michelangelo";"faculdade michelangelo";"";-15.78;-47.93
"instituto superior de educação de oliveira";"instituto superior de educacao de oliveira";"";-20.696;-44.827
"faculdade de tecnologia fundetec";"faculdade de tecnologia fundetec";"";-23.548;-46.636
"faculdade de são roque";"faculdade de sao roque";"";-23.529;-47.135
"faculdade municipal professor franco montoro de mogi guaçu";"faculdade municipal professor franco montoro de mogi guacu";"";-22.372;-46.942
"faculdade de ciências humanas e sociais de araripina - facisa";"faculdade de ciencias humanas e sociais de araripina - facisa";"";-7.576;-40.498
"escola brasileira de economia e finanças";"escola brasileira de economia e financas";"";-22.903;-43.208
"faculdade de auriflama";"faculdade de auriflama";"";-20.686;-50.555
"centro universitário para o desenvolvimento do alto vale do itajaí";"centro universitario para o desenvolvimento do alto vale do itajai";"";-27.214;-49.643
"faculdade de ciências educacionais";"faculdade de ciencias educacionais";"";-13.37;-39.073
"faculdade de ciências empresariais";"faculdade de ciencias empresariais";"";-12.969;-39.261
"faculdade de ciências e tecnologia mater christi";"faculdade de ciencias e tecnologia mater christi";"";-5.188;-37.344
"faculdade de ciências gerenciais de são gotardo";"faculdade de ciencias gerenciais de sao gotardo";"";-19.311;-46.049
"faculdade de ciências humanas";"faculdade de ciencias humanas";"";-23.319;-46.587
"faculdade de ciências jurídicas, gerenciais e educação de sinop";"faculdade de ciencias juridicas, gerenciais e educacao de sinop";"";-11.864;-55.504
"faculdade de ciências sociais e aplicadas de diamantino";"faculdade de ciencias sociais e aplicadas de diamantino";"";-14.409;-56.446
"faculdade de computação de montes claros";"faculdade de computacao de montes claros";"";-16.735;-43.862
"faculdade luiz eduardo magalhães";"faculdade luiz eduardo magalhaes";"";-12.092;-45.805
"faculdade promove de sete lagoas";"faculdade promove de sete lagoas";"";-19.466;-44.247
"faculdade de educação de bacabal - febac";"faculdade de educacao de bacabal - febac";"";-4.225;-44.78
"faculdade de educação de porto velho";"faculdade de educacao de porto velho";"";-8.762;-63.904
"faculdade de educação santa terezinha";"faculdade de educacao santa terezinha";"";-5.526;-47.476
"faculdade de engenharia de passos";"faculdade de engenharia de passos";"";-20.719;-46.61
"faculdade de medicina nova esperança";"faculdade de medicina nova esperanca";"";-7.115;-34.863
"faculdade comunitária de manhuaçu";"faculdade comunitaria de manhuacu";"";-20.258;-42.034
"faculdade de educação de tangará da serra";"faculdade de educacao de tangara da serra";"";-14.619;-57.486
"faculdade de ciências de wenceslau braz";"faculdade de ciencias de wenceslau braz";"";-23.874;-49.803
"faculdade são basílio magno";"faculdade sao basilio magno";"";-25.428;-49.273
"faculdade de ciências, educação e teologia do norte do brasil";"faculdade de ciencias, educacao e teologia do norte do brasil";"";2.82;-60.673
"faculdade de ciências educacionais e sistemas integrados";"faculdade de ciencias educacionais e sistemas integrados";"";-23.269;-51.048
"faculdade regional de filosofia, ciências e letras de candeias";"faculdade regional de filosofia, ciencias e letras de candeias";"";-12.668;-38.551
"faculdade de ciências da saúde de são paulo";"faculdade de ciencias da saude de sao paulo";"";-23.548;-46.636
"faculdade de ciências aplicadas de cascavel";"faculdade de ciencias aplicadas de cascavel";"";-24.956;-53.455
"faculdade de ciências contábeis e de administração do vale do juruena";"faculdade de ciencias contabeis e de administracao do vale do juruena";"";-11.378;-58.741
"faculdade de ciências contábeis - maceió";"faculdade de ciencias contabeis - maceio";"";-9.666;-35.735
"faculdade de tecnologia jardim";"faculdade de tecnologia jardim";"";-23.664;-46.538
"faculdade de tecnologia anchieta";"faculdade de tecnologia anchieta";"";-23.694;-46.565
"centro universitário christus";"centro universitario christus";"";-3.717;-38.543
"faculdade paraíbana";"faculdade paraibana";"";-7.115;-34.863
"faculdade de tecnologia senac caçador";"faculdade de tecnologia senac cacador";"";-26.775;-51.015
"universidade de marília";"universidade de marilia";"";-22.214;-49.946
"faculdade presidente antônio carlos de contagem";"faculdade presidente antonio carlos de contagem";"";-19.932;-44.054
"faculdade presidente antônio carlos de visconde do rio branco";"faculdade presidente antonio carlos de visconde do rio branco";"";-21.01;-42.841
"instituto federal de educação, ciência e tecnologia  do triângulo mineiro";"instituto federal de educacao, ciencia e tecnologia  do triangulo mineiro";"";-19.748;-47.932
"universidade federal de santa catarina";"universidade federal de santa catarina";"ufsc";-27.597;-48.549
"faculdade de medicina";"faculdade de medicina";"";-7.191;-48.207
"universidade federal de pernambuco";"universidade federal de pernambuco";"ufpe";-8.054;-34.881
"universidade federal de sergipe";"universidade federal de sergipe";"ufs";-11.015;-37.206
"faculdade unime de ciências exatas e tecnológicas";"faculdade unime de ciencias exatas e tecnologicas";"";-12.894;-38.327
"fundação universidade federal de rondônia";"fundacao universidade federal de rondonia";"";-8.762;-63.904
"faculdade de tecnologia informática";"faculdade de tecnologia informatica";"";-3.717;-38.543
"escola de música e belas artes do paraná";"escola de musica e belas artes do parana";"";-25.428;-49.273
"faculdade de educação física da associação cristã de moços de sorocaba";"faculdade de educacao fisica da associacao crista de mocos de sorocaba";"";-23.502;-47.458
"faculdade de educação física de barra bonita";"faculdade de educacao fisica de barra bonita";"";-22.495;-48.558
"escola de direito do rio de janeiro";"escola de direito do rio de janeiro";"";-22.903;-43.208
"escola de economia de são paulo";"escola de economia de sao paulo";"";-23.548;-46.636
"faculdade unilagos";"faculdade unilagos";"";-25.941;-52.176
"faculdade concórdia";"faculdade concordia";"";-27.234;-52.028
"faculdades integradas de bauru";"faculdades integradas de bauru";"";-22.315;-49.061
"faculdade de administração de campo belo";"faculdade de administracao de campo belo";"";-20.897;-45.277
"faculdade de ciências humanas de aguaí";"faculdade de ciencias humanas de aguai";"";-22.059;-46.979
"faculdade anhanguera de sumaré";"faculdade anhanguera de sumare";"";-22.822;-47.267
"faculdade de ciências sociais aplicadas santo agostinho";"faculdade de ciencias sociais aplicadas santo agostinho";"";-16.735;-43.862
"faculdade regional da bahia";"faculdade regional da bahia";"";-12.971;-38.511
"faculdade pinheiro guimarães";"faculdade pinheiro guimaraes";"";-22.903;-43.208
"escola superior aberta do brasil";"escola superior aberta do brasil";"";-20.33;-40.292
"faculdade jangada";"faculdade jangada";"";-26.486;-49.067
"faculdade de ciências humanas de itabira";"faculdade de ciencias humanas de itabira";"";-19.619;-43.227
"universidade estadual do centro oeste";"universidade estadual do centro oeste";"";-25.395;-51.458
"união das faculdades dos grandes lagos";"uniao das faculdades dos grandes lagos";"";-20.82;-49.379
"universidade estadual da paraíba";"universidade estadual da paraiba";"";-7.231;-35.881
"universidade estadual do sudoeste da bahia";"universidade estadual do sudoeste da bahia";"";-14.866;-40.839
"universidade estadual paulista júlio de mesquita filho";"universidade estadual paulista julio de mesquita filho";"";-22.315;-49.061
"faculdade de tupi paulista";"faculdade de tupi paulista";"";-21.381;-51.571
"união das escolas do grupo faimi de educação";"uniao das escolas do grupo faimi de educacao";"";-20.819;-49.521
"universidade estadual do maranhão";"universidade estadual do maranhao";"";-2.53;-44.303
"área1 - faculdade de ciência e tecnologia";"area1 - faculdade de ciencia e tecnologia";"";-12.971;-38.511
"centro de ensino superior de arcoverde";"centro de ensino superior de arcoverde";"";-8.419;-37.054
"centro de ensino superior de ilhéus";"centro de ensino superior de ilheus";"";-14.789;-39.049
"faculdade de iporá";"faculdade de ipora";"";-16.442;-51.118
"universidade federal do amapá";"universidade federal do amapa";"unifap";0.039;-51.066
"universidade virtual do estado do maranhão";"universidade virtual do estado do maranhao";"";-2.53;-44.303
"faculdade de ciências sociais aplicadas e humanas de garanhuns";"faculdade de ciencias sociais aplicadas e humanas de garanhuns";"";-8.89;-36.493
"faculdade de ciências sociais dos palmares";"faculdade de ciencias sociais dos palmares";"";-8.683;-35.592
"centro de ensino superior de jataí";"centro de ensino superior de jatai";"";-17.881;-51.714
"faculdade de computação e informática da fundação armando alvares penteado";"faculdade de computacao e informatica da fundacao armando alvares penteado";"";-23.548;-46.636
"faculdade do trabalho";"faculdade do trabalho";"";-18.919;-48.277
"faculdade de educação de assis";"faculdade de educacao de assis";"";-22.662;-50.412
"faculdades integradas de vitória";"faculdades integradas de vitoria";"";-20.319;-40.338
"centro universitário unifafibe";"centro universitario unifafibe";"";-20.949;-48.479
"faculdade foz do iguaçu";"faculdade foz do iguacu";"";-25.548;-54.588
"faculdade de ciências jurídicas professor alberto deodato";"faculdade de ciencias juridicas professor alberto deodato";"";-19.817;-43.956
"faculdade de ciências médicas da bahia";"faculdade de ciencias medicas da bahia";"";-16.278;-39.025
"faculdade presidente antônio carlos de aimorés";"faculdade presidente antonio carlos de aimores";"";-19.496;-41.064
"faculdade são tomaz de aquino";"faculdade sao tomaz de aquino";"";-12.971;-38.511
"faculdade presidente antônio carlos de carmópolis";"faculdade presidente antonio carlos de carmopolis";"";-20.541;-44.635
"faculdade de tecnologia de são josé dos campos";"faculdade de tecnologia de sao jose dos campos";"";-23.179;-45.887
"faculdade metropolitana da amazônia";"faculdade metropolitana da amazonia";"";-1.456;-48.504
"faculdades integradas coração de jesus";"faculdades integradas coracao de jesus";"";-23.664;-46.538
"faculdades integradas de diamantino";"faculdades integradas de diamantino";"";-14.409;-56.446
"faculdade método de são paulo";"faculdade metodo de sao paulo";"";-23.548;-46.636
"faculdade de direito de itú";"faculdade de direito de itu";"";-23.264;-47.299
"faculdade fernão dias";"faculdade fernao dias";"";-23.533;-46.792
"centro universitário cândido rondon";"centro universitario candido rondon";"";-15.596;-56.097
"universidade federal do pará";"universidade federal do para";"ufpa";-1.456;-48.504
"universidade vale do rio verde";"universidade vale do rio verde";"";-21.697;-45.253
"faculdade de administração milton campos";"faculdade de administracao milton campos";"";-19.986;-43.847
"faculdade de ciências gerenciais barão de jundiaí";"faculdade de ciencias gerenciais barao de jundiai";"";-23.186;-46.884
"faculdade de ciências gerenciais da bahia";"faculdade de ciencias gerenciais da bahia";"";-12.971;-38.511
"escola superior de teologia e espiritualidade franciscana";"escola superior de teologia e espiritualidade franciscana";"";-30.033;-51.23
"faculdade de tecnologia de jaboticabal";"faculdade de tecnologia de jaboticabal";"";-21.255;-48.322
"faculdade de direito padre arnaldo janssen";"faculdade de direito padre arnaldo janssen";"";-19.817;-43.956
"instituto superior de ciências humanas e sociais anísio teixeira";"instituto superior de ciencias humanas e sociais anisio teixeira";"";-22.827;-43.054
"universidade federal da bahia";"universidade federal da bahia";"ufba";-12.971;-38.511
"faculdade anhanguera de taboão da serra";"faculdade anhanguera de taboao da serra";"";-23.602;-46.753
"faculdade de tecnologia senac chapecó";"faculdade de tecnologia senac chapeco";"";-27.096;-52.618
"instituto de ensino superior de olinda";"instituto de ensino superior de olinda";"";-8.009;-34.855
"faculdades adamantinenses integradas";"faculdades adamantinenses integradas";"";-21.685;-51.073
"faculdade de administração de teresina";"faculdade de administracao de teresina";"";-5.089;-42.802
"faculdade de agronegócio paraíso do norte";"faculdade de agronegocio paraiso do norte";"";-23.281;-52.602
"faculdade de ciências contábeis luiz mendes";"faculdade de ciencias contabeis luiz mendes";"";-7.115;-34.863
"faculdade vitoriana de tecnologia";"faculdade vitoriana de tecnologia";"";-20.319;-40.338
"centro universitário cesmac";"centro universitario cesmac";"";-9.666;-35.735
"instituto federal de educação, ciência e tecnologia fluminense";"instituto federal de educacao, ciencia e tecnologia fluminense";"";-21.754;-41.324
"faculdade cenecista de campo largo";"faculdade cenecista de campo largo";"";-25.459;-49.528
"faculdade de itápolis - facita";"faculdade de itapolis - facita";"";-21.596;-48.813
"fefisa - faculdades integradas de santo andré";"fefisa - faculdades integradas de santo andre";"";-23.664;-46.538
"faculdade de direito unidade guarapari";"faculdade de direito unidade guarapari";"";-20.658;-40.511
"faculdade de araraquara";"faculdade de araraquara";"";-21.794;-48.176
"escola superior batista do amazonas";"escola superior batista do amazonas";"";-3.102;-60.025
"instituto paraibano de ensino renovado";"instituto paraibano de ensino renovado";"";-7.115;-34.863
"faculdade anglo-americano de passo fundo";"faculdade anglo-americano de passo fundo";"";-28.263;-52.407
"faculdade barddal de artes aplicadas";"faculdade barddal de artes aplicadas";"";-27.597;-48.549
"faculdade católica de pouso alegre";"faculdade catolica de pouso alegre";"";-22.23;-45.936
"faculdade cenecista de senhor do bonfim";"faculdade cenecista de senhor do bonfim";"";-10.463;-40.191
"faculdades integradas da vitória de santo antão";"faculdades integradas da vitoria de santo antao";"";-8.118;-35.291
"faculdade de tecnologia bandeirantes";"faculdade de tecnologia bandeirantes";"";-23.548;-46.636
"universidade estadual do vale do acaraú";"universidade estadual do vale do acarau";"";-3.674;-40.239
"faculdades unificadas de leopoldina";"faculdades unificadas de leopoldina";"";-21.532;-42.643
"faculdade de ciências contábeis e administrativas de cachoeiro do itapemirim";"faculdade de ciencias contabeis e administrativas de cachoeiro do itapemirim";"";-20.849;-41.113
"centro universitário adventista de são paulo";"centro universitario adventista de sao paulo";"";-23.548;-46.636
"faculdade de ciências e letras de bragança paulista";"faculdade de ciencias e letras de braganca paulista";"";-22.952;-46.542
"faculdade de ciências sociais e humanas sobral pinto";"faculdade de ciencias sociais e humanas sobral pinto";"";-16.471;-54.636
"faculdade de tecnologia de bauru";"faculdade de tecnologia de bauru";"";-22.315;-49.061
"faculdade madre thais";"faculdade madre thais";"";-14.789;-39.049
"faculdade de direito milton campos";"faculdade de direito milton campos";"";-19.986;-43.847
"faculdades integradas de várzea grande";"faculdades integradas de varzea grande";"";-15.647;-56.133
"instituto municipal de ensino superior de são manuel";"instituto municipal de ensino superior de sao manuel";"";-22.731;-48.571
"faculdade de educação  acreano euclides da cunha";"faculdade de educacao  acreano euclides da cunha";"";-9.975;-67.81
"faculdade de direito santo agostinho";"faculdade de direito santo agostinho";"";-16.735;-43.862
"faculdade panamericana de ji-paraná";"faculdade panamericana de ji-parana";"";-10.882;-61.944
"faculdade de enfermagem de belo jardim";"faculdade de enfermagem de belo jardim";"";-8.336;-36.424
"faculdade de educação superior do paraná";"faculdade de educacao superior do parana";"";-25.428;-49.273
"centro universitário assunção";"centro universitario assuncao";"";-23.548;-46.636
"centro universitário do sul de minas";"centro universitario do sul de minas";"";-21.551;-45.43
"centro universitário estácio do ceará";"centro universitario estacio do ceara";"";-3.717;-38.543
"universidade federal de são joão del rei";"universidade federal de sao joao del rei";"ufsj";-21.136;-44.262
"faculdade senai-cetiqt";"faculdade senai-cetiqt";"";-22.903;-43.208
"faculdade cenecista de vila velha";"faculdade cenecista de vila velha";"";-20.33;-40.292
"instituto de ensino superior do acre";"instituto de ensino superior do acre";"";-9.975;-67.81
"faculdade de ciências aplicadas de limoeiro";"faculdade de ciencias aplicadas de limoeiro";"";-7.875;-35.45
"faculdades integradas maria thereza";"faculdades integradas maria thereza";"";-22.883;-43.104
"faculdade de tecnologia senai campo grande";"faculdade de tecnologia senai campo grande";"";-20.443;-54.646
"faculdade de tecnologia senai mariano ferraz";"faculdade de tecnologia senai mariano ferraz";"";-23.548;-46.636
"faculdade de tecnologia senai rio do sul";"faculdade de tecnologia senai rio do sul";"";-27.214;-49.643
"escola de direito de são paulo";"escola de direito de sao paulo";"";-23.548;-46.636
"faculdade de administração, ciências, educação e letras";"faculdade de administracao, ciencias, educacao e letras";"";-25.428;-49.273
"faculdade de administração de empresas";"faculdade de administracao de empresas";"";-22.906;-47.061
"centro universitário leonardo da vinci";"centro universitario leonardo da vinci";"";;
"centro universitário plínio leite";"centro universitario plinio leite";"";-22.883;-43.104
"faculdade de tecnologia de mauá";"faculdade de tecnologia de maua";"";-23.668;-46.461
"centro universitário unirg";"centro universitario unirg";"";-11.729;-49.069
"faculdade católica do ceará";"faculdade catolica do ceara";"";-3.717;-38.543
"faculdade de tecnologia do uniuol";"faculdade de tecnologia do uniuol";"";-7.115;-34.863
"fajopa - faculdade joão paulo ii";"fajopa - faculdade joao paulo ii";"";-22.214;-49.946
"centro universitário do instituto mauá de tecnologia";"centro universitario do instituto maua de tecnologia";"";-23.623;-46.551
"universidade federal de são paulo";"universidade federal de sao paulo";"unifesp";-23.463;-46.533
"centro universitário amparense";"centro universitario amparense";"";-22.701;-46.764
"centro universitário do distrito federal";"centro universitario do distrito federal";"";-15.78;-47.93
"faculdade campo limpo paulista";"faculdade campo limpo paulista";"";-23.206;-46.784
"escola superior de ensino helena antipoff";"escola superior de ensino helena antipoff";"";-22.883;-43.104
"escola superior de propaganda e marketing";"escola superior de propaganda e marketing";"";-23.548;-46.636
"faculdade de tecnologia ibratec";"faculdade de tecnologia ibratec";"";-8.054;-34.881
"faculdade albert einstein de são paulo";"faculdade albert einstein de sao paulo";"";-23.548;-46.636
"faculdade da cidade de santa luzia";"faculdade da cidade de santa luzia";"";-19.77;-43.851
"instituto superior de educação de divinópolis";"instituto superior de educacao de divinopolis";"";-20.139;-44.884
"faculdade comunitária de administração e educação de vitória";"faculdade comunitaria de administracao e educacao de vitoria";"";-20.319;-40.338
"faculdade de ciências educacionais de sergipe";"faculdade de ciencias educacionais de sergipe";"";-10.911;-37.072
"faculdade de piracanjuba";"faculdade de piracanjuba";"";-17.303;-49.018
"facudade ieducare - fied";"facudade ieducare - fied";"";-3.732;-40.992
"instituto superior de educação do sul da bahia";"instituto superior de educacao do sul da bahia";"";-17.535;-39.742
"instituto superior de educação do sul do piauí";"instituto superior de educacao do sul do piaui";"";-8.11;-42.944
"faculdade de ciências sociais aplicadas de belo horizonte";"faculdade de ciencias sociais aplicadas de belo horizonte";"";-19.817;-43.956
"faculdades integradas de botucatu";"faculdades integradas de botucatu";"";-22.886;-48.445
"instituto superior de educação eugênio gomes";"instituto superior de educacao eugenio gomes";"";-12.158;-39.737
"faculdade de saúde ibituruna";"faculdade de saude ibituruna";"";-16.735;-43.862
"faculdade mauá de brasília";"faculdade maua de brasilia";"";-15.78;-47.93
"faculdade teológica de ciências humanas e sociais logos";"faculdade teologica de ciencias humanas e sociais logos";"";-23.548;-46.636
"faculdade presidente antônio carlos de ribeirão das neves";"faculdade presidente antonio carlos de ribeirao das neves";"";-19.767;-44.087
"faculdade sagrada família";"faculdade sagrada familia";"";-25.095;-50.162
"centro superior de estudos jurídicos carlos drummond de andrade";"centro superior de estudos juridicos carlos drummond de andrade";"";-23.548;-46.636
"faculdade de ciências econômicas do triângulo mineiro";"faculdade de ciencias economicas do triangulo mineiro";"";-19.748;-47.932
"faculdade pedro leopoldo";"faculdade pedro leopoldo";"";-19.618;-44.043
"faculdade de ciências tecnológicas de fortaleza";"faculdade de ciencias tecnologicas de fortaleza";"";-3.717;-38.543
"faculdade de direito de cachoeiro do itapemirim";"faculdade de direito de cachoeiro do itapemirim";"";-20.849;-41.113
"faculdade integrada de pernambuco";"faculdade integrada de pernambuco";"";-8.054;-34.881
"faculdade de direito de conselheiro lafaiete";"faculdade de direito de conselheiro lafaiete";"";-20.66;-43.786
"faculdade de itapiranga";"faculdade de itapiranga";"";-27.169;-53.712
"escola de ensino superior alternativo";"escola de ensino superior alternativo";"";-20.129;-40.308
"faculdade santa dorotéia do amazonas";"faculdade santa doroteia do amazonas";"";-3.102;-60.025
"instituto superior de educação nossa senhora de lourdes";"instituto superior de educacao nossa senhora de lourdes";"";-16.45;-39.065
