"name";"name_ascii";"abbr";"latitude";"longitude"
"faculdade fae blumenau";"faculdade fae blumenau";"";-26.919;-49.066
"instituto de estudos superiores da amazônia";"instituto de estudos superiores da amazonia";"";-1.456;-48.504
"centro universitário católico salesiano auxilium";"centro universitario catolico salesiano auxilium";"";-21.209;-50.433
"faculdade de ciências jurídicas e gerenciais de garça";"faculdade de ciencias juridicas e gerenciais de garca";"";-22.211;-49.656
"faculdade marechal rondon";"faculdade marechal rondon";"";-22.731;-48.571
"faculdade de mato grosso";"faculdade de mato grosso";"";-15.596;-56.097
"faculdade de educação e ciências humanas de anicuns";"faculdade de educacao e ciencias humanas de anicuns";"";-16.461;-49.962
"faculdade de ensino superior santa barbara";"faculdade de ensino superior santa barbara";"";-23.356;-47.857
"faculdade de ponta porã";"faculdade de ponta pora";"";-22.536;-55.726
"faculdade de tecnologia albert einstein";"faculdade de tecnologia albert einstein";"";-23.548;-46.636
"centro universitário metodista izabela hendrix";"centro universitario metodista izabela hendrix";"";-19.817;-43.956
"faculdade aldete maria alves";"faculdade aldete maria alves";"";-19.728;-50.196
"faculdades integradas de itapetininga";"faculdades integradas de itapetininga";"";-23.592;-48.053
"faculdade campos elíseos";"faculdade campos eliseos";"";-23.548;-46.636
"universidade positivo";"universidade positivo";"";-25.428;-49.273
"universidade cruzeiro do sul";"universidade cruzeiro do sul";"";-23.548;-46.636
"faculdades integradas torricelli";"faculdades integradas torricelli";"";-23.463;-46.533
"universidade católica dom bosco";"universidade catolica dom bosco";"";-20.443;-54.646
"universidade do vale do itajaí";"universidade do vale do itajai";"";-26.908;-48.662
"universidade federal de ouro preto";"universidade federal de ouro preto";"ufop";-20.288;-43.508
"universidade federal do oeste do pará";"universidade federal do oeste do para";"ufopa";-2.443;-54.708
"universidade de cuiabá";"universidade de cuiaba";"";-15.596;-56.097
"faculdade metropolitana de marabá";"faculdade metropolitana de maraba";"";-5.369;-49.118
"faculdade união";"faculdade uniao";"";-23.548;-46.636
"faculdade orígenes lessa";"faculdade origenes lessa";"";-22.599;-48.8
"faculdade santíssimo sacramento";"faculdade santissimo sacramento";"";-12.136;-38.419
"escola superior da amazônia";"escola superior da amazonia";"";-1.456;-48.504
"faculdade ibmec distrito federal";"faculdade ibmec distrito federal";"";-15.78;-47.93
"faculdade de estudos sociais aplicados de viana";"faculdade de estudos sociais aplicados de viana";"";-20.39;-40.496
"instituto de ensino superior e formação avançada de vitória";"instituto de ensino superior e formacao avancada de vitoria";"";-20.319;-40.338
"faculdade de direito professor damásio de jesus";"faculdade de direito professor damasio de jesus";"";-23.548;-46.636
"faculdade de ensino superior km 125";"faculdade de ensino superior km 125";"";-23.181;-50.647
"faculdade de farmácia e bioquímica";"faculdade de farmacia e bioquimica";"";-7.191;-48.207
"faculdade de filosofia ciências e letras";"faculdade de filosofia ciencias e letras";"";-7.114;-34.978
"faculdade de conchas";"faculdade de conchas";"";-23.015;-48.011
"faculdade são francisco de assis";"faculdade sao francisco de assis";"";-30.033;-51.23
"faculdade dos guararapes";"faculdade dos guararapes";"";-8.113;-35.015
"faculdade dom alberto";"faculdade dom alberto";"";-29.718;-52.426
"faculdade fucape";"faculdade fucape";"";-20.319;-40.338
"faculdade gammon";"faculdade gammon";"";-22.413;-50.576
"faculdade gennari e peartree";"faculdade gennari e peartree";"";-22.352;-48.775
"faculdade atual";"faculdade atual";"";0.039;-51.066
"faculdade presidente antônio carlos de nova lima";"faculdade presidente antonio carlos de nova lima";"";-19.986;-43.847
"faculdade anchieta de ensino superior do paraná";"faculdade anchieta de ensino superior do parana";"";-25.428;-49.273
"faculdade avec de vilhena";"faculdade avec de vilhena";"";-12.741;-60.146
"faculdade béthencourt da silva";"faculdade bethencourt da silva";"";-22.903;-43.208
"faculdade betim";"faculdade betim";"";-19.968;-44.198
"faculdade cambury de formosa";"faculdade cambury de formosa";"";-15.537;-47.334
"faculdade católica de anápolis";"faculdade catolica de anapolis";"";-16.327;-48.953
"faculdade de ensino superior dom bosco";"faculdade de ensino superior dom bosco";"";-23.181;-50.647
"instituto de educação superior raimundo sá";"instituto de educacao superior raimundo sa";"";-7.077;-41.467
"faculdade de filosofia, ciências e letras de itapetininga";"faculdade de filosofia, ciencias e letras de itapetininga";"";-23.592;-48.053
"faculdade monteiro lobato";"faculdade monteiro lobato";"";-30.033;-51.23
"faculdade padre anchieta de cajamar";"faculdade padre anchieta de cajamar";"";-23.356;-46.877
"faculdade do tapajós";"faculdade do tapajos";"";-4.276;-55.984
"instituto militar de engenharia";"instituto militar de engenharia";"";-22.903;-43.208
"faculdade de formação de professores de penedo";"faculdade de formacao de professores de penedo";"";-10.29;-36.586
"faculdade de mantena";"faculdade de mantena";"";-18.782;-40.98
"faculdade de marília";"faculdade de marilia";"";-22.214;-49.946
"faculdade de tecnologia do ipiranga";"faculdade de tecnologia do ipiranga";"";-23.548;-46.636
"faculdade de tecnologia e ciências de jequié";"faculdade de tecnologia e ciencias de jequie";"";-13.858;-40.084
"universidade braz cubas";"universidade braz cubas";"";-23.523;-46.188
"faculdade presidente antônio carlos de ubá";"faculdade presidente antonio carlos de uba";"";-21.12;-42.943
"faculdade três de maio";"faculdade tres de maio";"";-27.773;-54.24
"faculdade de engenharia de resende";"faculdade de engenharia de resende";"";-22.469;-44.447
"faculdades esefap";"faculdades esefap";"";-21.935;-50.514
"faculdade são vicente";"faculdade sao vicente";"";-9.748;-37.437
"faculdade serra da mesa";"faculdade serra da mesa";"";-14.525;-49.141
"faculdade novos horizontes";"faculdade novos horizontes";"";-19.817;-43.956
"faculdade tamandaré";"faculdade tamandare";"";-16.679;-49.254
"faculdade castelo branco";"faculdade castelo branco";"";-19.539;-40.631
"faculdades integradas soares de oliveira";"faculdades integradas soares de oliveira";"";-20.557;-48.568
"faculdades integradas stella maris de andradina";"faculdades integradas stella maris de andradina";"";-20.896;-51.379
"escola superior de ciências da santa casa de misericórdia de vitória";"escola superior de ciencias da santa casa de misericordia de vitoria";"";-20.319;-40.338
"faculdade corporativa cespi";"faculdade corporativa cespi";"";-23.194;-49.384
"faculdade cristo rei";"faculdade cristo rei";"";-23.181;-50.647
"faculdade comunitária de pedagogia da serra";"faculdade comunitaria de pedagogia da serra";"";-20.129;-40.308
"faculdade de administração da fundação armando alvares penteado";"faculdade de administracao da fundacao armando alvares penteado";"";-23.548;-46.636
"faculdade de biblioteconomia e ciência da informação";"faculdade de biblioteconomia e ciencia da informacao";"";-23.548;-46.636
"faculdade metropolitana";"faculdade metropolitana";"";-8.762;-63.904
"centro universitário de votuporanga";"centro universitario de votuporanga";"";-20.423;-49.973
"instituto superior de educação ceres";"instituto superior de educacao ceres";"";-20.82;-49.379
"faculdade do sul da bahia";"faculdade do sul da bahia";"";-17.535;-39.742
"universidade estadual do rio grande do sul";"universidade estadual do rio grande do sul";"";-30.039;-52.894
"centro de ensino superior de uberaba";"centro de ensino superior de uberaba";"";-19.748;-47.932
"faculdade sete de setembro";"faculdade sete de setembro";"";-3.717;-38.543
"centro de ensino superior de vitória";"centro de ensino superior de vitoria";"";-20.319;-40.338
"centro de ensino superior do vale do parnaíba";"centro de ensino superior do vale do parnaiba";"";-5.089;-42.802
"faculdade de administração ciências econ e contábeis de guaratinguetá";"faculdade de administracao ciencias econ e contabeis de guaratingueta";"";-22.816;-45.193
"faculdade de administração de chapadão do sul";"faculdade de administracao de chapadao do sul";"";-18.794;-52.623
"universidade de itaúna";"universidade de itauna";"";-20.075;-44.576
"universidade estadual do oeste do paraná";"universidade estadual do oeste do parana";"";-24.956;-53.455
"faculdade são josé";"faculdade sao jose";"";-22.903;-43.208
"faculdade esamc santos";"faculdade esamc santos";"";-23.961;-46.334
"faculdade figueiredo costa - fic";"faculdade figueiredo costa - fic";"";-9.666;-35.735
"faculdade intesp";"faculdade intesp";"";-23.057;-49.626
"faculdade do vale do jaguaribe";"faculdade do vale do jaguaribe";"";-4.562;-37.77
"universidade federal da paraíba";"universidade federal da paraiba";"ufpb";-7.115;-34.863
"faculdade são salvador";"faculdade sao salvador";"";-12.971;-38.511
"faculdade educacional de araucária";"faculdade educacional de araucaria";"";-25.593;-49.41
"faculdade facmil";"faculdade facmil";"";-20.82;-49.379
"faculdade juiz de fora";"faculdade juiz de fora";"";-21.764;-43.35
"faculdade machado sobrinho";"faculdade machado sobrinho";"";-21.764;-43.35
"universidade católica de pelotas";"universidade catolica de pelotas";"";-31.772;-52.343
"faculdade são tomás de aquino";"faculdade sao tomas de aquino";"";-9.407;-36.628
"instituto educacional de castro";"instituto educacional de castro";"";-24.791;-50.012
"faculdade de são lourenço";"faculdade de sao lourenco";"";-22.116;-45.054
"faculdade de são vicente";"faculdade de sao vicente";"";-23.963;-46.392
"faculdade do centro leste";"faculdade do centro leste";"";-20.129;-40.308
"faculdade max planck";"faculdade max planck";"";-23.09;-47.218
"faculdade cidade de joão pinheiro";"faculdade cidade de joao pinheiro";"";-17.743;-46.173
"faculdade anhanguera de cuiabá";"faculdade anhanguera de cuiaba";"";-15.596;-56.097
"instituto belo horizonte de ensino superior";"instituto belo horizonte de ensino superior";"";-19.817;-43.956
"faculdade mercúrio";"faculdade mercurio";"";-22.903;-43.208
"faculdade metodista de ciências humanas e exatas";"faculdade metodista de ciencias humanas e exatas";"";-21.289;-50.34
"faculdade de rondônia";"faculdade de rondonia";"";-8.762;-63.904
"faculdade novo milênio";"faculdade novo milenio";"";-20.33;-40.292
"faculdade pitágoras de divinópolis - fpd";"faculdade pitagoras de divinopolis - fpd";"";-20.139;-44.884
"faculdade pitágoras de londrina";"faculdade pitagoras de londrina";"";-23.31;-51.163
"faculdades integradas de taquara";"faculdades integradas de taquara";"";-29.651;-50.781
"faculdade ateneu";"faculdade ateneu";"";-3.717;-38.543
"centro universitário da grande dourados";"centro universitario da grande dourados";"";-22.221;-54.806
"faculdade de informática de cuiabá";"faculdade de informatica de cuiaba";"";-15.596;-56.097
"faculdade pio décimo";"faculdade pio decimo";"";-10.911;-37.072
"faculdades unificadas de foz do iguaçu";"faculdades unificadas de foz do iguacu";"";-25.548;-54.588
"faculdades network - campus sumaré";"faculdades network - campus sumare";"";-22.822;-47.267
"faculdades universitas";"faculdades universitas";"";-23.961;-46.334
"faculdade dom bosco";"faculdade dom bosco";"";-25.428;-49.273
"faculdade cidade do salvador";"faculdade cidade do salvador";"";-12.971;-38.511
"faculdade santo agostinho de sete lagoas";"faculdade santo agostinho de sete lagoas";"";-19.466;-44.247
"faculdades integradas desembargador sávio brandão - fausb";"faculdades integradas desembargador savio brandao - fausb";"";-15.647;-56.133
"centro de estudos superiores aprendiz";"centro de estudos superiores aprendiz";"";-21.226;-43.774
"universidade de santo amaro";"universidade de santo amaro";"";-23.548;-46.636
"faculdade network";"faculdade network";"";-22.778;-47.296
"faculdade da cidade de maceió";"faculdade da cidade de maceio";"";-9.666;-35.735
"faculdade de administração e artes de limeira";"faculdade de administracao e artes de limeira";"";-22.565;-47.402
"faculdade do bico do papagaio";"faculdade do bico do papagaio";"";-5.466;-47.888
"faculdade do médio parnaíba";"faculdade do medio parnaiba";"";-5.929;-42.719
"faculdade mineirense";"faculdade mineirense";"";-17.569;-52.551
"faculdade de jandaia do sul";"faculdade de jandaia do sul";"";-23.603;-51.643
"faculdade educacional araucária";"faculdade educacional araucaria";"";-25.428;-49.273
"faculdade educacional de ponta grossa";"faculdade educacional de ponta grossa";"";-25.095;-50.162
"faculdade estácio de sá de vila velha";"faculdade estacio de sa de vila velha";"";-20.33;-40.292
"universidade de sorocaba";"universidade de sorocaba";"";-23.502;-47.458
"faculdade de realeza";"faculdade de realeza";"";-25.767;-53.527
"faculdade de informática de ouro preto do oeste";"faculdade de informatica de ouro preto do oeste";"";-10.716;-62.248
"faculdade de inhumas - fac-mais";"faculdade de inhumas - fac-mais";"";-16.358;-49.496
"faculdade de itapecerica da serra";"faculdade de itapecerica da serra";"";-23.717;-46.849
"faculdade de tecnologia nova palhoça";"faculdade de tecnologia nova palhoca";"";-27.645;-48.668
"instituto florence de ensino superior";"instituto florence de ensino superior";"";-2.53;-44.303
"faculdade ideal";"faculdade ideal";"";-1.456;-48.504
"faculdade do piauí";"faculdade do piaui";"";-5.089;-42.802
"faculdade eduvale de avaré";"faculdade eduvale de avare";"";-23.099;-48.926
"faculdades pitágoras unidade guarapari";"faculdades pitagoras unidade guarapari";"";-20.658;-40.511
"faculdade pernambucana de saúde";"faculdade pernambucana de saude";"";-8.054;-34.881
"faculdade peruibe";"faculdade peruibe";"";-24.32;-46.998
"fiam-faam - centro universitário";"fiam-faam - centro universitario";"";-23.548;-46.636
"escola superior são francisco de assis";"escola superior sao francisco de assis";"";-19.936;-40.6
"faculdade anhangüera de ribeirão preto";"faculdade anhanguera de ribeirao preto";"";-21.178;-47.81
