;Label;Modularity Class;City;State;Country;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree;;;;
;faculdade de medicina de botucatu;instituition;botucatu;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de odontologia de bauru da universidade de sao paulo;instituition;bauru;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias e tecnologia do maranhao;instituition;caxias;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdades integradas antonio eufrasio de toledo de presidente prudente;instituition;presidente prudente;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de ourinhos;instituition;ourinhos;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade messianica;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de aracatuba;instituition;aracatuba;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade maringa;instituition;maringa;parana;brazil;0;0;0;0;0;0;;;;
;universite de paris iii sorbonne nouvelle;instituition;paris;í¬le-de-france;france;0;0;0;0;0;0;;;;
;rheinische friedrich wilhelms universitat bonn;instituition;bonn;north rhine-westphalia;germany;0;0;0;0;0;0;;;;
;faculdade de filosofia ciencias e letras de sao jose do rio pardo;instituition;sao jose do rio pardo;sao paulo;brazil;0;0;0;0;0;0;;;;
;albert ludwigs universitat freiburg;instituition;freiburg;baden-wí_rttemberg region;germany;0;0;0;0;0;0;;;;
;faculdade anchieta;instituition;sao bernardo do campo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade estacio de sa de ourinhos;instituition;ourinhos;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade do clube nautico mogiano;instituition;mogi das cruzes;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade metodo de sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;university of colorado;instituition;boulder;colorado;united states;0;0;0;0;0;0;;;;
;faculdade cenecista de joinville;instituition;joinville;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade de direito de curitiba;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;instituto superior e centro educacional luterano bom jesus;instituition;joinville;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade guilherme guimbala;instituition;joinville;santa catarina;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior santo antonio;instituition;joinville;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade unigran capital;instituition;campo grande;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;faculdades magsul;instituition;ponta pora;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;faculdade estacio de sa de campo grande;instituition;campo grande;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;colegio dom bosco;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;fundacao universidade do estado de santa catarina;instituition;florianopolis;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade sinergia;instituition;navegantes;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade senai de tecnologia ambiental;instituition;sao bernardo do campo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de pato branco;instituition;pato branco;parana;brazil;0;0;0;0;0;0;;;;
;universite sorbonne nouvelle paris 3;instituition;paris;í¬le-de-france;france;0;0;0;0;0;0;;;;
;faculdade de jose bonifacio;instituition;jose bonifacio;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdades integradas urubupunga;instituition;pereira barreto;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade processus;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;universidade virtual do estado do maranhao;instituition;sao luis;maranhao;brazil;0;0;0;0;0;0;;;;
;universidade estadual do vale do acarau;instituition;sobral;ceara;brazil;0;0;0;0;0;0;;;;
;faculdade almeida rodrigues;instituition;rio verde;goias;brazil;0;0;0;0;0;0;;;;
;centro de pesquisa aggeu magalhaes fiocruz;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;universidad de valladolid;instituition;valladolid;castille and leí_n;spain;0;0;0;0;0;0;;;;
;faculdade de orlandia;instituition;orlandia;sao paulo;brazil;0;0;0;0;0;0;;;;
;instituto de filosofia e teologia de goias;instituition;goiania;goias;brazil;0;0;0;0;0;0;;;;
;faculdade metropolitana de curitiba;instituition;sao jose dos pinhais;parana;brazil;0;0;0;0;0;0;;;;
;centro universitario do cerrado patrocinio;instituition;patrocinio;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade da alta paulista;instituition;tupa;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade zumbi dos palmares;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de odontologia de aracatuba;instituition;aracatuba;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade alfa;instituition;praia grande;sao paulo;brazil;0;0;0;0;0;0;;;;
;centro universitario euripedes de marilia;instituition;marilia;sao paulo;brazil;0;0;0;0;0;0;;;;
;case western reserve university;instituition;cleveland;ohio;united states;0;0;0;0;0;0;;;;
;faculdade de formacao de professores de serra talhada;instituition;serra talhada;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade atlantico;instituition;aracaju;sergipe;brazil;0;0;0;0;0;0;;;;
;faculdade sao luis de franca;instituition;aracaju;sergipe;brazil;0;0;0;0;0;0;;;;
;faculdade catolica de pouso alegre;instituition;pouso alegre;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdades associadas de uberaba;instituition;uberaba;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade satc;instituition;criciuma;santa catarina;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior presidente tancredo de almeida neves;instituition;sao joao del rei;minas gerais;brazil;0;0;0;0;0;0;;;;
;escola superior dom helder camara;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;universidade do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de medicina de petropolis;instituition;petropolis;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;universidad de leon;instituition;leon;castille and leí_n;spain;0;0;0;0;0;0;;;;
;faculdade jesus maria jose;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade cidade de patos de minas;instituition;patos de minas;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias contabeis;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade cidade de coromandel;instituition;coromandel;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade mato grosso do sul;instituition;campo grande;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;faculdade herrero;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;instituto metodista bennett;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;universidade de santiago de compostela;instituition;santiago de compostela;galicia;spain;0;0;0;0;0;0;;;;
;faculdade batista pioneira;instituition;ijui;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de jahu;instituition;jau;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade salesiana dom bosco de piracicaba;instituition;piracicaba;sao paulo;brazil;0;0;0;0;0;0;;;;
;centro federal de educacao tecnologica do parana;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;libertas faculdades integradas;instituition;sao sebastiao do paraiso;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de direito de franca;instituition;franca;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia dr thomaz novelino;instituition;franca;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade atenas;instituition;paracatu;minas gerais;brazil;0;0;0;0;0;0;;;;
;escola superior paulista de administracao;instituition;guarulhos;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade barretos;instituition;barretos;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas de extrema;instituition;extrema;minas gerais;brazil;0;0;0;0;0;0;;;;
;fundacao universidade federal do pampa;instituition;uruguaiana;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera do rio grande;instituition;rio grande;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade educacional da lapa;instituition;lapa;parana;brazil;0;0;0;0;0;0;;;;
;instituto superior de musica de sao leopoldo;instituition;sao leopoldo;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade sao geraldo;instituition;cariacica;espirito santo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia senac pelotas;instituition;pelotas;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de teologia evangelica em curitiba;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;instituto cenecista fayal de ensino superior;instituition;itajai;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de aracruz;instituition;aracruz;espirito santo;brazil;0;0;0;0;0;0;;;;
;centro universitario catolico salesiano auxilium;instituition;aracatuba;sao paulo;brazil;0;0;0;0;0;0;;;;
;university of strathclyde;instituition;glasgow;scotland;united kingdom;0;0;0;0;0;0;;;;
;escola superior de teologia e espiritualidade franciscana;instituition;porto alegre;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias e tecnologia de birigui;instituition;birigui;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade madre thais;instituition;ilheus;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade da saude e ecologia humana;instituition;vespasiano;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdades integradas simonsen;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade centro paulista;instituition;ibitinga;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia ciencias e letras de ibitinga;instituition;ibitinga;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de medicina de barbacena;instituition;barbacena;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto santo tomas de aquino;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;university of texas system;instituition;austin;texas;united states;0;0;0;0;0;0;;;;
;faculdade vertice;instituition;matipo;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de itarare;instituition;itarare;sao paulo;brazil;0;0;0;0;0;0;;;;
;universidad de cadiz;instituition;cadiz;andalusia;spain;0;0;0;0;0;0;;;;
;colegio sagrado coracao de jesus;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de engenharia de minas gerais;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdades integradas do norte de minas;instituition;montes claros;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior franciscano;instituition;paco do lumiar;maranhao;brazil;0;0;0;0;0;0;;;;
;colegio rio branco;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;fundacao educacional monsenhor messias;instituition;sete lagoas;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade santo agostinho de sete lagoas;instituition;sete lagoas;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de sete lagoas;instituition;sete lagoas;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade novos horizontes;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;centro de ensino superior de uberaba;instituition;uberaba;minas gerais;brazil;0;0;0;0;0;0;;;;
;universidad industrial de santander;instituition;bucaramanga;santander;colombia;0;0;0;0;0;0;;;;
;faculdade de odontologia de manaus;instituition;manaus;amazonas;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de taubate;instituition;taubate;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de jacarei;instituition;jacarei;sao paulo;brazil;0;0;0;0;0;0;;;;
;sociedade beneficente israelita brasileira albert einstein;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade batista do rio de janeiro;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade concordia;instituition;concordia;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia santa doroteia;instituition;nova friburgo;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade sao francisco de barreiras;instituition;barreiras;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade eca de queiros;instituition;jandira;sao paulo;brazil;0;0;0;0;0;0;;;;
;king s college london;instituition;london;england;united kingdom;0;0;0;0;0;0;;;;
;faculdades evangelicas integradas cantares de salomao;instituition;cuiaba;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade evangelica de goianesia;instituition;goianesia;goias;brazil;0;0;0;0;0;0;;;;
;faculdade santa rita;instituition;conselheiro lafaiete;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto metropolitano de ensino superior;instituition;ipatinga;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade presbiteriana augusto galvao;instituition;campo formoso;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de catanduva;instituition;catanduva;sao paulo;brazil;0;0;0;0;0;0;;;;
;universite de paris viii;instituition;paris;í¬le-de-france;france;0;0;0;0;0;0;;;;
;faculdade de agudos;instituition;agudos;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade sul fluminense;instituition;volta redonda;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;instituto superior tupy;instituition;joinville;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade catolica de administracao e economia;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade mater dei;instituition;pato branco;parana;brazil;0;0;0;0;0;0;;;;
;faculdade do futuro;instituition;manhuacu;minas gerais;brazil;0;0;0;0;0;0;;;;
;politecnico di torino;instituition;turin;piedmont;italy;0;0;0;0;0;0;;;;
;faculdade de mantena;instituition;mantena;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de brasilia;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;fundacao faculdade de agronomia luiz meneghel;instituition;bandeirantes;parana;brazil;0;0;0;0;0;0;;;;
;faculdade moraes junior mackenzie rio;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;indiana university;instituition;bloomington;indiana;united states;0;0;0;0;0;0;;;;
;faculdade de medicina da universidade federal de minas gerais;instituition;uberlandia;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia ciencias e letras de macae;instituition;macae;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;centro universitario de jales;instituition;jales;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia ciencias e letras de catanduva;instituition;catanduva;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade sudamerica;instituition;cataguases;minas gerais;brazil;0;0;0;0;0;0;;;;
;estacio fatern faculdade estacio do rio grande do norte;instituition;natal;rio grande do norte;brazil;0;0;0;0;0;0;;;;
;faculdades integradas de rondonopolis;instituition;rondonopolis;mato grosso;brazil;0;0;0;0;0;0;;;;
;instituto de ciencias sociais e humanas;instituition;januaria;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade estacio do recife estacio fir;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;centro universitario de uniao da vitoria;instituition;uniao da vitoria;parana;brazil;0;0;0;0;0;0;;;;
;universiteit van amsterdam;instituition;amsterdam;north holland;netherlands;0;0;0;0;0;0;;;;
;faculdade de engenharia quimica de lorena;instituition;lorena;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade jauense;instituition;jau;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade teologica de ciencias humanas e sociais logos;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de aruja;instituition;aruja;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia tecbrasil;instituition;caxias do sul;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;centro de ensino superior cenecista de farroupilha;instituition;farroupilha;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias de timbauba;instituition;timbauba;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade global de umuarama;instituition;umuarama;parana;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior de itapira;instituition;itapira;sao paulo;brazil;0;0;0;0;0;0;;;;
;universite paris ouest nanterre la defense;instituition;paris;í¬le-de-france;france;0;0;0;0;0;0;;;;
;faculdade de direito santo agostinho;instituition;montes claros;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade origenes lessa;instituition;lencois paulista;sao paulo;brazil;0;0;0;0;0;0;;;;
;georgia institute of technology;instituition;atlanta;georgia;united states;0;0;0;0;0;0;;;;
;instituto de ensino superior do sul do maranhao;instituition;imperatriz;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdade de educacao santa terezinha;instituition;imperatriz;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdade de para de minas;instituition;para de minas;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias gerenciais de manhuacu;instituition;manhuacu;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade adventista da bahia;instituition;cachoeira;bahia;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior e pesquisa;instituition;divinopolis;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdades integradas camoes;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior da funlec;instituition;campo grande;mato grosso do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia e teologia paulo vi;instituition;mogi das cruzes;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdades integradas do tapajos;instituition;santarem;para;brazil;0;0;0;0;0;0;;;;
;centro universitario luterano de santarem;instituition;santarem;para;brazil;0;0;0;0;0;0;;;;
;escola superior de educacao corporativa;instituition;sao jose;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade catolica dom orione;instituition;araguaina;tocantins;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas e de tecnologias de agua boa;instituition;agua boa;mato grosso;brazil;0;0;0;0;0;0;;;;
;centro universitario do instituto de ensino superior coc;instituition;ribeirao preto;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade paranaense;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;faculdade tijucussu;instituition;sao caetano do sul;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias da administracao de garanhuns;instituition;garanhuns;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade de saude ibituruna;instituition;montes claros;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de garca;instituition;garca;sao paulo;brazil;0;0;0;0;0;0;;;;
;centro universitario sao jose de itaperuna;instituition;itaperuna;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;instituto de biociencias da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade nossa senhora aparecida;instituition;aparecida de goiania;goias;brazil;0;0;0;0;0;0;;;;
;faculdade capixaba de nova venecia;instituition;nova venecia;espirito santo;brazil;0;0;0;0;0;0;;;;
;faculdade politecnica de uberlandia;instituition;uberlandia;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade presidente antonio carlos de bom despacho;instituition;bom despacho;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade jose augusto vieira;instituition;lagarto;sergipe;brazil;0;0;0;0;0;0;;;;
;faculdade fasipe;instituition;sinop;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de praia grande;instituition;praia grande;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia ciencias e letras;instituition;santa rita;paraiba;brazil;0;0;0;0;0;0;;;;
;faculdade de formacao de professores de belo jardim;instituition;belo jardim;pernambuco;brazil;0;0;0;0;0;0;;;;
;centro de ensino superior de arcoverde;instituition;arcoverde;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade pitagoras de londrina;instituition;londrina;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de educacao de porto velho;instituition;porto velho;rondonia;brazil;0;0;0;0;0;0;;;;
;faculdade arquidiocesana de mariana;instituition;mariana;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade guarapuava;instituition;guarapuava;parana;brazil;0;0;0;0;0;0;;;;
;centro de ensino superior de catalao;instituition;catalao;goias;brazil;0;0;0;0;0;0;;;;
;colegio santo antonio;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;institut pasteur;instituition;paris;í¬le-de-france;france;0;0;0;0;0;0;;;;
;instituto superior de educacao ivoti;instituition;ivoti;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;universite claude bernarde lyon 1;instituition;villeurbanne;rhíÇne-alpes;france;0;0;0;0;0;0;;;;
;faculdade do litoral sul paulista;instituition;praia grande;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade do guaruja;instituition;guaruja;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de colider;instituition;colider;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de carapicuiba;instituition;carapicuiba;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade anhanguera de matao;instituition;matao;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia do cooperativismo;instituition;porto alegre;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias agrarias de araripina;instituition;araripina;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade missioneira do parana;instituition;cascavel;parana;brazil;0;0;0;0;0;0;;;;
;faculdades integradas do vale do ivai;instituition;ivaipora;parana;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia faesa;instituition;vitoria;espirito santo;brazil;0;0;0;0;0;0;;;;
;faculdade centro mato grossense;instituition;sorriso;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade flamingo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias humanas economicas e da saude de araguaina;instituition;araguaina;tocantins;brazil;0;0;0;0;0;0;;;;
;faculdade do serido;instituition;currais novos;rio grande do norte;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias humanas e sociais de igarassu;instituition;igarassu;pernambuco;brazil;0;0;0;0;0;0;;;;
;universidade de valencia;instituition;valencia;valencia;spain;0;0;0;0;0;0;;;;
;universitat politecnica de valencia;instituition;valencia;valencia;spain;0;0;0;0;0;0;;;;
;faculdade educacional de ponta grossa;instituition;ponta grossa;parana;brazil;0;0;0;0;0;0;;;;
;faculdade eduvale de avare;instituition;avare;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de juazeiro do norte;instituition;juazeiro do norte;ceara;brazil;0;0;0;0;0;0;;;;
;faculdade nobre de feira de santana;instituition;feira de santana;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias humanas e sociais;instituition;paripiranga;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade de direito de conselheiro lafaiete;instituition;conselheiro lafaiete;minas gerais;brazil;0;0;0;0;0;0;;;;
;instituto superior de educacao nossa senhora de sion;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;instituto luterano de ensino superior de itumbiara;instituition;itumbiara;goias;brazil;0;0;0;0;0;0;;;;
;instituto itapetiningano de ensino superior;instituition;itapetininga;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade professor miguel angelo da silva santos;instituition;macae;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;instituto aphonsiano de ensino superior;instituition;trindade;goias;brazil;0;0;0;0;0;0;;;;
;faculdade de integracao do sertao;instituition;serra talhada;pernambuco;brazil;0;0;0;0;0;0;;;;
;fundacao de ensino e pesquisa em ciencias da saude;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;instituto de educacao e ensino superior de campinas;instituition;campinas;sao paulo;brazil;0;0;0;0;0;0;;;;
;instituto superior de educacao de ituiutaba;instituition;ituiutaba;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade salesiana maria auxiliadora;instituition;macae;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias biomedicas de cacoal;instituition;cacoal;rondonia;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior de fortaleza;instituition;fortaleza;ceara;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas do vale do sao lourenco;instituition;jaciara;mato grosso;brazil;0;0;0;0;0;0;;;;
;faculdade de macapa;instituition;macapa;amapa;brazil;0;0;0;0;0;0;;;;
;faculdade metropolitana de maraba;instituition;maraba;para;brazil;0;0;0;0;0;0;;;;
;colegio santo agostinho;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de ensino superior da amazonia reunida;instituition;redencao;para;brazil;0;0;0;0;0;0;;;;
;faculdade interamericana de porto velho;instituition;porto velho;rondonia;brazil;0;0;0;0;0;0;;;;
;faculdade cenecista de nova petropolis;instituition;nova petropolis;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de filosofia ciencias e letras de caruaru;instituition;caruaru;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade catolica de santa catarina;instituition;florianopolis;santa catarina;brazil;0;0;0;0;0;0;;;;
;virginia tech;instituition;blacksburg;virginia;united states;0;0;0;0;0;0;;;;
;universita degli studi di firenze;instituition;florence;tuscany;italy;0;0;0;0;0;0;;;;
;universitat zu koln;instituition;koeln;north rhine-westphalia;germany;0;0;0;0;0;0;;;;
;fai centro de ensino superior em gestao tecnologia e educacao;instituition;santa rita do sapucai;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia senai belo horizonte;instituition;belo horizonte;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade de formacao de professores da mata sul;instituition;palmares;pernambuco;brazil;0;0;0;0;0;0;;;;
;instituto superior de tecnologia de paracambi;instituition;paracambi;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade das aguas emendadas;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;universite de poitiers;instituition;poitiers;poitou-charentes;france;0;0;0;0;0;0;;;;
;institut national polytechnique de lorraine;instituition;nancy;lorraine;france;0;0;0;0;0;0;;;;
;faculdades integradas asmec;instituition;ouro fino;minas gerais;brazil;0;0;0;0;0;0;;;;
;university of southampton;instituition;southampton;england;united kingdom;0;0;0;0;0;0;;;;
;faculdade pan americana;instituition;capanema;para;brazil;0;0;0;0;0;0;;;;
;faculdade cenecista de rio das ostras;instituition;rio das ostras;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;uppsala universitet;instituition;uppsala;uppsala;sweden;0;0;0;0;0;0;;;;
;faculdade uniao de goyazes;instituition;trindade;goias;brazil;0;0;0;0;0;0;;;;
;faculdade da amazonia ocidental;instituition;rio branco;acre;brazil;0;0;0;0;0;0;;;;
;faculdade de balsas;instituition;balsas;maranhao;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias sociais aplicadas do sul de minas;instituition;itajuba;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade guairaca;instituition;guarapuava;parana;brazil;0;0;0;0;0;0;;;;
;instituto de ensino superior cenecista;instituition;unai;minas gerais;brazil;0;0;0;0;0;0;;;;
;the state university of new jersey new brunswick;instituition;new brunswick;new jersey;united states;0;0;0;0;0;0;;;;
;faculdades da fundacao de ensino de mococa;instituition;mococa;sao paulo;brazil;0;0;0;0;0;0;;;;
;instituto superior de educacao carlos chagas;instituition;juiz de fora;minas gerais;brazil;0;0;0;0;0;0;;;;
;universidad de castilla la mancha;instituition;cuenca;castille-la mancha;spain;0;0;0;0;0;0;;;;
;faculdade presidente antonio carlos de mariana;instituition;mariana;minas gerais;brazil;0;0;0;0;0;0;;;;
