"city";"uf";"country";"latitude";"longitude";"count"
"Guarabira";"paraiba";"brasil";-6.855;-35.49;40
"Diadema";"sao paulo";"brasil";-23.686;-46.623;40
"Flórida Paulista";"sao paulo";"brasil";-21.615;-51.174;40
"Ribeirão Pires";"sao paulo";"brasil";-23.711;-46.413;40
"Serra Talhada";"pernambuco";"brasil";-7.986;-38.296;40
"Sananduva";"rio grande do sul";"brasil";-27.95;-51.807;40
"Montréal";"Quebec";"Canada";45.50884;-73.58781;39
"Bela Vista do Paraíso";"parana";"brasil";-22.997;-51.191;38
"Caconde";"sao paulo";"brasil";-21.529;-46.644;38
"Aimorés";"minas gerais";"brasil";-19.496;-41.064;38
"São José dos Pinhais";"parana";"brasil";-25.535;-49.206;38
"Mariana";"minas gerais";"brasil";-20.378;-43.416;38
"Astorga";"parana";"brasil";-23.233;-51.666;38
"Itaguaí";"rio de janeiro";"brasil";-22.852;-43.775;37
"Valencia";"Valencia";"Spain";39.46975;-0.37739;37
"Serra Negra";"sao paulo";"brasil";-22.612;-46.701;37
"Loanda";"parana";"brasil";-22.923;-53.137;37
"Xanxerê";"santa catarina";"brasil";-26.877;-52.404;37
"Porto Feliz";"sao paulo";"brasil";-23.215;-47.524;37
"Palmares";"pernambuco";"brasil";-8.683;-35.592;37
"Mendoza";"Mendoza";"Argentina";-32.89084;-68.82717;37
"Pedro Leopoldo";"minas gerais";"brasil";-19.618;-44.043;37
"Nova Lima";"minas gerais";"brasil";-19.986;-43.847;37
"Camaquã";"rio grande do sul";"brasil";-30.851;-51.812;37
"Tucunduva";"rio grande do sul";"brasil";-27.657;-54.44;37
"Santo Antônio da Platina";"parana";"brasil";-23.295;-50.077;37
"Tapera";"rio grande do sul";"brasil";-28.626;-52.87;36
"Limoeiro";"pernambuco";"brasil";-7.875;-35.45;36
"Promissão";"sao paulo";"brasil";-21.537;-49.858;36
"Campo Maior";"piaui";"brasil";-4.828;-42.169;36
"Campina Verde";"minas gerais";"brasil";-19.536;-49.486;36
"São Francisco de Assis";"rio grande do sul";"brasil";-29.55;-55.131;36
"Bahía Blanca";"Buenos Aires";"Argentina";-38.71959;-62.27243;36
"Santo Antônio de Jesus";"bahia";"brasil";-12.969;-39.261;36
"Bacabal";"maranhao";"brasil";-4.225;-44.78;36
"Cachoeira Paulista";"sao paulo";"brasil";-22.665;-45.009;35
"Cândido Mota";"sao paulo";"brasil";-22.746;-50.387;35
"Goioerê";"parana";"brasil";-24.185;-53.028;35
"Nanuque";"minas gerais";"brasil";-17.839;-40.354;35
"Pesqueira";"pernambuco";"brasil";-8.358;-36.696;35
"Mafra";"santa catarina";"brasil";-26.111;-49.805;35
"Giruá";"rio grande do sul";"brasil";-28.028;-54.35;34
"Guaíba";"rio grande do sul";"brasil";-30.114;-51.325;34
"Pirapora";"minas gerais";"brasil";-17.345;-44.942;34
"Maputo";"Maputo City";"Mozambique";-25.96553;32.58322;34
"São Gotardo";"minas gerais";"brasil";-19.311;-46.049;34
"Bucaramanga";"Santander";"Colombia";7.12539;-73.1198;34
"Cravinhos";"sao paulo";"brasil";-21.34;-47.729;34
"Cajuru";"sao paulo";"brasil";-21.275;-47.304;34
"Coromandel";"minas gerais";"brasil";-18.473;-47.2;34
"Holguín";"Holguín";"Cuba";20.88722;-76.26306;34
"Januária";"minas gerais";"brasil";-15.488;-44.362;34
"Itabirito";"minas gerais";"brasil";-20.253;-43.801;34
"Alagoa Grande";"paraiba";"brasil";-7.089;-35.635;34
"Itapipoca";"ceara";"brasil";-3.494;-39.579;34
"Ouro Fino";"minas gerais";"brasil";-22.283;-46.369;33
"Ribeirão Vermelho";"minas gerais";"brasil";-21.191;-45.062;33
"Abaeté";"minas gerais";"brasil";-19.16;-45.446;33
"Xaxim";"santa catarina";"brasil";-26.962;-52.535;33
"Mantena";"minas gerais";"brasil";-18.782;-40.98;33
"Russas";"ceara";"brasil";-4.94;-37.976;33
"Ipiaú";"bahia";"brasil";-14.137;-39.734;33
"Carapicuíba";"sao paulo";"brasil";-23.523;-46.836;33
"Goiatuba";"goias";"brasil";-18.013;-49.357;32
"Guará";"sao paulo";"brasil";-20.428;-47.824;32
"Altinópolis";"sao paulo";"brasil";-21.026;-47.374;32
"Campos do Jordão";"sao paulo";"brasil";-22.739;-45.591;32
"Catuípe";"rio grande do sul";"brasil";-28.25;-54.012;32
"Mar del Plata";"Buenos Aires";"Argentina";-38.00228;-57.55754;32
"Quixeramobim";"ceara";"brasil";-5.199;-39.293;32
"Gurupi";"tocantins";"brasil";-11.729;-49.069;32
"Horizontina";"rio grande do sul";"brasil";-27.626;-54.308;32
"Monte Azul Paulista";"sao paulo";"brasil";-20.907;-48.641;32
"Laranjal Paulista";"sao paulo";"brasil";-23.05;-47.837;32
"Assunção";"paraiba";"brasil";-7.074;-36.731;31
"Aratiba";"rio grande do sul";"brasil";-27.394;-52.3;31
"São Joaquim";"santa catarina";"brasil";-28.294;-49.932;31
"Janaúba";"minas gerais";"brasil";-15.803;-43.309;31
"Taquari";"rio grande do sul";"brasil";-29.8;-51.864;31
"Senhor do Bonfim";"bahia";"brasil";-10.463;-40.191;31
"Angra dos Reis";"rio de janeiro";"brasil";-23.007;-44.318;31
"Raul Soares";"minas gerais";"brasil";-20.102;-42.453;31
"Cássia";"minas gerais";"brasil";-20.583;-46.922;31
"Uraí";"parana";"brasil";-23.198;-50.796;31
"Itaqui";"rio grande do sul";"brasil";-29.125;-56.553;31
"Cruzeiro do Oeste";"parana";"brasil";-23.785;-53.073;31
"Urubici";"santa catarina";"brasil";-28.015;-49.592;31
"Gaurama";"rio grande do sul";"brasil";-27.584;-52.094;31
"Santo Cristo";"rio grande do sul";"brasil";-27.824;-54.663;30
"Paranaíba";"mato grosso do sul";"brasil";-19.677;-51.191;30
"Nova Granada";"sao paulo";"brasil";-20.534;-49.314;30
"Torrinha";"sao paulo";"brasil";-22.426;-48.169;30
"Bernardino de Campos";"sao paulo";"brasil";-23.013;-49.474;30
"Capinzal";"santa catarina";"brasil";-27.344;-51.612;30
"Arroio do Meio";"rio grande do sul";"brasil";-29.401;-51.945;30
"Marabá";"para";"brasil";-5.369;-49.118;30
"Barra do Garças";"mato grosso";"brasil";-15.89;-52.257;30
"Lapa";"parana";"brasil";-25.77;-49.716;30
"São José";"santa catarina";"brasil";-27.615;-48.628;30
"Iquitos";"Loreto";"Peru";-3.74912;-73.25383;29
"Bocaiúva";"minas gerais";"brasil";-17.108;-43.815;29
"São Mateus";"espirito Santo";"brasil";-18.716;-39.859;29
"Vinhedo";"sao paulo";"brasil";-23.03;-46.975;29
"Surubim";"pernambuco";"brasil";-7.832;-35.756;29
"Ananindeua";"para";"brasil";-1.366;-48.372;29
"Andradas";"minas gerais";"brasil";-22.068;-46.569;29
"San Miguel de Tucumán";"Tucumán";"Argentina";-26.82414;-65.2226;29
"Casca";"rio grande do sul";"brasil";-28.561;-51.978;29
"Alvinópolis";"minas gerais";"brasil";-20.107;-43.049;29
"Pontal";"sao paulo";"brasil";-21.023;-48.037;29
"Potirendaba";"sao paulo";"brasil";-21.043;-49.377;29
"Tremembé";"sao paulo";"brasil";-22.958;-45.549;29
"Guarujá";"sao paulo";"brasil";-23.993;-46.256;29
"Colina";"sao paulo";"brasil";-20.713;-48.541;29
"Unaí";"minas gerais";"brasil";-16.358;-46.906;29
"Cametá";"para";"brasil";-2.244;-49.496;29
"Cacequi";"rio grande do sul";"brasil";-29.884;-54.825;28
"São Sebastião do Caí";"rio grande do sul";"brasil";-29.587;-51.376;28
"Monteiro";"paraiba";"brasil";-7.889;-37.12;28
"Guaraçaí";"sao paulo";"brasil";-21.028;-51.207;28
"Sertanópolis";"parana";"brasil";-23.059;-51.036;28
"Campos Gerais";"minas gerais";"brasil";-21.235;-45.759;28
"Laranjeiras do Sul";"parana";"brasil";-25.408;-52.416;28
"Urussanga";"santa catarina";"brasil";-28.518;-49.321;28
"Concepción";"Biobío";"Chile";-36.82699;-73.04977;28
"Conchas";"sao paulo";"brasil";-23.015;-48.011;28
"Capitólio";"minas gerais";"brasil";-20.615;-46.05;28
"Mandaguaçu";"parana";"brasil";-23.347;-52.095;28
"Constantina";"rio grande do sul";"brasil";-27.735;-52.992;28
"Senador Pompeu";"ceara";"brasil";-5.588;-39.372;28
"San Salvador";"San Salvador";"El Salvador";13.68935;-89.18718;28
"Torres";"rio grande do sul";"brasil";-29.335;-49.727;28
"Piripiri";"piaui";"brasil";-4.273;-41.777;28
"Bom Jesus da Lapa";"bahia";"brasil";-13.255;-43.418;28
"Miracema";"rio de janeiro";"brasil";-21.412;-42.197;28
"Paracambi";"rio de janeiro";"brasil";-22.611;-43.709;28
"São Fidélis";"rio de janeiro";"brasil";-21.646;-41.747;27
"Pedreiras";"maranhao";"brasil";-4.574;-44.597;27
"Conselheiro Pena";"minas gerais";"brasil";-19.172;-41.472;27
"Lambari";"minas gerais";"brasil";-21.976;-45.35;27
"Caeté";"minas gerais";"brasil";-19.88;-43.67;27
"Pinheiro";"maranhao";"brasil";-2.521;-45.083;27
"Quirinópolis";"goias";"brasil";-18.448;-50.452;27
"Araguaína";"tocantins";"brasil";-7.191;-48.207;27
"Canela";"rio grande do sul";"brasil";-29.366;-50.816;27
"Resplendor";"minas gerais";"brasil";-19.326;-41.255;27
"Flores da Cunha";"rio grande do sul";"brasil";-29.029;-51.182;27
"Monte Santo de Minas";"minas gerais";"brasil";-21.19;-46.98;27
"Brotas";"sao paulo";"brasil";-22.284;-48.127;27
"Terra Boa";"parana";"brasil";-23.768;-52.444;27
"Dores do Indaiá";"minas gerais";"brasil";-19.463;-45.602;27
"Cruzília";"minas gerais";"brasil";-21.839;-44.808;27
"Congonhas";"minas gerais";"brasil";-20.5;-43.858;27
"Oeiras";"piaui";"brasil";-7.025;-42.131;27
"Cariacica";"espirito Santo";"brasil";-20.264;-40.42;26
"Sapé";"paraiba";"brasil";-7.095;-35.233;26
"Guanhães";"minas gerais";"brasil";-18.775;-42.933;26
"Braga";"Braga";"Portugal";41.55032;-8.42005;26
"Neves Paulista";"sao paulo";"brasil";-20.846;-49.63;26
"Valparaíso";"Valparaíso";"Chile";-33.03932;-71.62725;26
"Oliveira";"minas gerais";"brasil";-20.696;-44.827;26
"Carmo do Paranaíba";"minas gerais";"brasil";-19.001;-46.316;26
"Lyon";"Rhône-Alpes";"France";45.74846;4.84671;26
"Cachoeira";"bahia";"brasil";-12.618;-38.956;26
"Álvares Machado";"sao paulo";"brasil";-22.079;-51.472;26
"Agudos";"sao paulo";"brasil";-22.469;-48.988;26
"Goianésia";"goias";"brasil";-15.317;-49.117;26
"Cuité";"paraiba";"brasil";-6.485;-36.157;26
"Magé";"rio de janeiro";"brasil";-22.653;-43.041;26
"Crissiumal";"rio grande do sul";"brasil";-27.5;-54.101;26
"Vargem Grande do Sul";"sao paulo";"brasil";-21.832;-46.894;26
"Regente Feijó";"sao paulo";"brasil";-22.221;-51.303;26
"Cerqueira César";"sao paulo";"brasil";-23.036;-49.166;26
"Balneário Camboriú";"santa catarina";"brasil";-26.991;-48.635;26
"Goiás";"goias";"brasil";-15.934;-50.14;26
"Barbalha";"ceara";"brasil";-7.305;-39.302;25
"Quatá";"sao paulo";"brasil";-22.248;-50.698;25
"Iraí";"rio grande do sul";"brasil";-27.194;-53.251;25
"Stuttgart";"Baden-Württemberg Region";"Germany";48.78232;9.17702;25
"Santa Adélia";"sao paulo";"brasil";-21.243;-48.804;25
"Itanhandu";"minas gerais";"brasil";-22.296;-44.935;25
"Palhoça";"santa catarina";"brasil";-27.645;-48.668;25
"José Bonifácio";"sao paulo";"brasil";-21.053;-49.688;25
"Piquete";"sao paulo";"brasil";-22.614;-45.176;25
"Guanambi";"bahia";"brasil";-14.223;-42.781;25
"Bilac";"sao paulo";"brasil";-21.403;-50.471;25
"São Francisco do Sul";"santa catarina";"brasil";-26.243;-48.638;25
"Campo Largo";"parana";"brasil";-25.459;-49.528;25
"Carpina";"pernambuco";"brasil";-7.851;-35.255;25
"Votorantim";"sao paulo";"brasil";-23.547;-47.438;25
"Nepomuceno";"minas gerais";"brasil";-21.236;-45.236;25
"Piratininga";"sao paulo";"brasil";-22.413;-49.135;25
"São Gabriel da Palha";"espirito Santo";"brasil";-19.017;-40.536;25
"Maranguape";"ceara";"brasil";-3.89;-38.686;25
"Nova Londrina";"parana";"brasil";-22.766;-52.985;25
"Matanzas";"Matanzas";"Cuba";23.04111;-81.5775;25
"Santo Antônio da Patrulha";"rio grande do sul";"brasil";-29.818;-50.52;24
"Encruzilhada do Sul";"rio grande do sul";"brasil";-30.544;-52.522;24
"Picuí";"paraiba";"brasil";-6.555;-36.349;24
"Fátima do Sul";"mato grosso do sul";"brasil";-22.374;-54.514;24
"Berlin";"Berlin";"Germany";52.52437;13.41053;24
"Piracanjuba";"goias";"brasil";-17.303;-49.018;24
"Boa Vista do Buricá";"rio grande do sul";"brasil";-27.669;-54.11;24
"Vigo";"Galicia";"Spain";42.23282;-8.72264;24
"Presidente Epitácio";"sao paulo";"brasil";-21.763;-52.116;24
"Pedregulho";"sao paulo";"brasil";-20.257;-47.477;24
"Selbach";"rio grande do sul";"brasil";-28.629;-52.953;24
"Mimoso do Sul";"espirito Santo";"brasil";-21.064;-41.366;24
"Camagüey";"Camagüey";"Cuba";21.38083;-77.91694;24
"Sofia";"Sofia-Capital";"Bulgaria";42.69751;23.32415;24
"Bom Conselho";"pernambuco";"brasil";-9.17;-36.68;24
"Santa Cruz de la Sierra";"Santa Cruz";"Bolivia";-17.78629;-63.18117;24
"Mexico";"Central Luzon";"Philippines";15.0646;120.7198;24
"Peabiru";"parana";"brasil";-23.913;-52.343;24
"Bananeiras";"paraiba";"brasil";-6.75;-35.633;24
"Aveiro";"Aveiro";"Portugal";40.64427;-8.64554;24
"Guaranésia";"minas gerais";"brasil";-21.299;-46.803;24
"Sabará";"minas gerais";"brasil";-19.886;-43.807;24
"Imbituba";"santa catarina";"brasil";-28.24;-48.67;24
"Getulina";"sao paulo";"brasil";-21.799;-49.929;24
"Bastos";"sao paulo";"brasil";-21.922;-50.734;23
"Tombos";"minas gerais";"brasil";-20.905;-42.023;23
"Araçuaí";"minas gerais";"brasil";-16.85;-42.07;23
"Dourado";"sao paulo";"brasil";-22.1;-48.318;23
"Senador Firmino";"minas gerais";"brasil";-20.912;-43.097;23
"Santa Rosa de Viterbo";"sao paulo";"brasil";-21.473;-47.363;23
"Porecatu";"parana";"brasil";-22.756;-51.379;23
"Morada Nova";"ceara";"brasil";-5.107;-38.373;23
"Aracati";"ceara";"brasil";-4.562;-37.77;23
"Prudentópolis";"parana";"brasil";-25.213;-50.978;23
"Elói Mendes";"minas gerais";"brasil";-21.61;-45.565;23
"Barreiras";"bahia";"brasil";-12.153;-44.99;23
"Amsterdam";"North Holland";"Netherlands";52.37403;4.88969;23
"Ituporanga";"santa catarina";"brasil";-27.414;-49.601;23
"Seberi";"rio grande do sul";"brasil";-27.478;-53.403;23
"Centenário do Sul";"parana";"brasil";-22.821;-51.595;23
"Moji Mirim";"sao paulo";"brasil";-22.432;-46.958;23
"Sertânia";"pernambuco";"brasil";-8.074;-37.264;23
"Corbélia";"parana";"brasil";-24.799;-53.307;23
"Vassouras";"rio de janeiro";"brasil";-22.404;-43.663;22
"Tauá";"ceara";"brasil";-6.003;-40.293;22
"Huancayo";"Junín";"Peru";-12.06513;-75.20486;22
"Hannover";"Lower Saxony";"Germany";52.37052;9.73322;22
"Martins";"rio grande do norte";"brasil";-6.088;-37.911;22
"Baturité";"ceara";"brasil";-4.329;-38.885;22
"Santa Cruz das Palmeiras";"sao paulo";"brasil";-21.827;-47.249;22
"Itapuí";"sao paulo";"brasil";-22.233;-48.719;22
"Afonso Cláudio";"espirito Santo";"brasil";-20.074;-41.124;22
"Salgueiro";"pernambuco";"brasil";-8.067;-39.12;22
"Pitangui";"minas gerais";"brasil";-19.683;-44.89;22
"Andrelândia";"minas gerais";"brasil";-21.74;-44.309;22
"Nova Venécia";"espirito Santo";"brasil";-18.711;-40.401;22
"Jaguaribe";"ceara";"brasil";-5.891;-38.622;22
"Puno";"Puno";"Peru";-15.8422;-70.0199;22
"Mondaí";"santa catarina";"brasil";-27.103;-53.402;22
"Arroio do Tigre";"rio grande do sul";"brasil";-29.333;-53.093;22
"Los Angeles";"California";"United States";34.05223;-118.24368;22
"Viradouro";"sao paulo";"brasil";-20.873;-48.297;22
"Seara";"santa catarina";"brasil";-27.149;-52.311;22
"Campos Novos";"santa catarina";"brasil";-27.402;-51.225;22
"Propriá";"sergipe";"brasil";-10.211;-36.84;22
"Lavras da Mangabeira";"ceara";"brasil";-6.753;-38.972;22
"Ipu";"ceara";"brasil";-4.322;-40.711;22
"Pacaembu";"sao paulo";"brasil";-21.562;-51.261;22
"Lavínia";"sao paulo";"brasil";-21.168;-51.04;22
"Nova Era";"minas gerais";"brasil";-19.75;-43.038;22
"Luz";"minas gerais";"brasil";-19.801;-45.686;22
"Caxambu";"minas gerais";"brasil";-21.977;-44.933;22
"Panamá";"Panamá";"Panama";8.9936;-79.51973;22
"Milano";"Lombardy";"Italy";45.46427;9.18951;22
"Patu";"rio grande do norte";"brasil";-6.11;-37.637;22
"Caieiras";"sao paulo";"brasil";-23.364;-46.741;22
"Camaragibe";"pernambuco";"brasil";-8.022;-34.981;22
"Agudo";"rio grande do sul";"brasil";-29.645;-53.24;21
"Cotia";"sao paulo";"brasil";-23.604;-46.919;21
"Ipanema";"minas gerais";"brasil";-19.801;-41.713;21
"Barueri";"sao paulo";"brasil";-23.511;-46.876;21
"Teixeiras";"minas gerais";"brasil";-20.651;-42.857;21
"Silvânia";"goias";"brasil";-16.659;-48.608;21
"Braço do Norte";"santa catarina";"brasil";-28.275;-49.166;21
"Óbidos";"para";"brasil";-1.918;-55.518;21
"Ubiratã";"parana";"brasil";-24.545;-52.988;21
"Tucuruí";"para";"brasil";-3.768;-49.673;21
"Campina das Missões";"rio grande do sul";"brasil";-27.989;-54.839;21
"Parapuã";"sao paulo";"brasil";-21.783;-50.793;21
"Monte Mor";"sao paulo";"brasil";-22.947;-47.316;21
"Capão Bonito";"sao paulo";"brasil";-24.006;-48.349;21
"Paraíba do Sul";"rio de janeiro";"brasil";-22.162;-43.293;21
"Paraisópolis";"minas gerais";"brasil";-22.554;-45.78;21
"Várzea Alegre";"ceara";"brasil";-6.789;-39.296;21
"Pindorama";"sao paulo";"brasil";-21.186;-48.907;21
"Irecê";"bahia";"brasil";-11.304;-41.856;21
"Ariranha";"sao paulo";"brasil";-21.188;-48.787;21
"Asunción";"Asunción";"Paraguay";-25.30066;-57.63591;21
"Piraí";"rio de janeiro";"brasil";-22.629;-43.898;21
"Guariba";"sao paulo";"brasil";-21.36;-48.228;21
"Alexandria";"Alexandria";"Egypt";31.21564;29.95527;21
"São Jerônimo";"rio grande do sul";"brasil";-29.959;-51.722;21
"Itumirim";"minas gerais";"brasil";-21.317;-44.871;21
"São Miguel do Anta";"minas gerais";"brasil";-20.707;-42.719;21
"Urupês";"sao paulo";"brasil";-21.202;-49.29;20
"Arroio Grande";"rio grande do sul";"brasil";-32.238;-53.087;20
"Tijucas";"santa catarina";"brasil";-27.241;-48.634;20
"Santo Antônio do Monte";"minas gerais";"brasil";-20.087;-45.294;20
"Roque Gonzales";"rio grande do sul";"brasil";-28.131;-55.026;20
"Guaraniaçu";"parana";"brasil";-25.101;-52.878;20
"Cerquilho";"sao paulo";"brasil";-23.165;-47.744;20
"Inhapim";"minas gerais";"brasil";-19.549;-42.12;20
"Astolfo Dutra";"minas gerais";"brasil";-21.315;-42.862;20
"Botelhos";"minas gerais";"brasil";-21.633;-46.395;20
"Codó";"maranhao";"brasil";-4.455;-43.886;20
"Almenara";"minas gerais";"brasil";-16.184;-40.694;20
"Itaguaçu";"espirito Santo";"brasil";-19.802;-40.856;20
"Jaraguá";"goias";"brasil";-15.757;-49.334;20
"Pedro Osório";"rio grande do sul";"brasil";-31.864;-52.823;20
"Cordeirópolis";"sao paulo";"brasil";-22.482;-47.457;20
"Seropédica";"rio de janeiro";"brasil";-22.744;-43.708;20
"Pau dos Ferros";"rio grande do norte";"brasil";-6.111;-38.209;20
"Aracruz";"espirito Santo";"brasil";-19.82;-40.273;20
"Chimbote";"Ancash";"Peru";-9.08528;-78.57833;20
"Caetité";"bahia";"brasil";-14.069;-42.475;20
"Sapucaia do Sul";"rio grande do sul";"brasil";-29.839;-51.144;20
"Boston";"Massachusetts";"United States";42.35843;-71.05977;20
"Pontalina";"goias";"brasil";-17.526;-49.449;20
"Sapiranga";"rio grande do sul";"brasil";-29.638;-51.007;20
"Cosmópolis";"sao paulo";"brasil";-22.646;-47.196;20
"São Marcos";"rio grande do sul";"brasil";-28.971;-51.068;20
"Porangatu";"goias";"brasil";-13.441;-49.149;20
"Ribeirão Bonito";"sao paulo";"brasil";-22.067;-48.176;20
"Cabo de Santo Agostinho";"pernambuco";"brasil";-8.287;-35.035;20
"Ayacucho";"Ayacucho";"Peru";-13.15878;-74.22321;20
"Livramento";"paraiba";"brasil";-7.374;-36.946;20
"Santa Mariana";"parana";"brasil";-23.151;-50.519;20
"Junqueirópolis";"sao paulo";"brasil";-21.515;-51.434;20
"Paraguaçu";"minas gerais";"brasil";-21.547;-45.738;20
"Santa Helena de Goiás";"goias";"brasil";-17.814;-50.597;20
"Rincão";"sao paulo";"brasil";-21.587;-48.071;19
"Ivorá";"rio grande do sul";"brasil";-29.52;-53.581;19
"Marcelino Ramos";"rio grande do sul";"brasil";-27.462;-51.906;19
"Viña del Mar";"Valparaíso";"Chile";-33.02457;-71.55183;19
"Trombudo Central";"santa catarina";"brasil";-27.299;-49.79;19
"Cambuí";"minas gerais";"brasil";-22.612;-46.058;19
"Palmitos";"santa catarina";"brasil";-27.068;-53.161;19
"Taió";"santa catarina";"brasil";-27.116;-49.998;19
"Taipei";"Taipei";"Taiwan";25.04776;121.53185;19
"Carlos Chagas";"minas gerais";"brasil";-17.703;-40.766;19
"Aguaí";"sao paulo";"brasil";-22.059;-46.979;19
"Alpinópolis";"minas gerais";"brasil";-20.864;-46.388;19
"São José do Cedro";"santa catarina";"brasil";-26.455;-53.494;19
"Bálsamo";"sao paulo";"brasil";-20.735;-49.584;19
"Itaberaba";"bahia";"brasil";-12.528;-40.307;19
"Bela Vista";"mato grosso do sul";"brasil";-22.109;-56.521;19
"Nova Cruz";"rio grande do norte";"brasil";-6.478;-35.434;19
"Floraí";"parana";"brasil";-23.317;-52.304;19
"Iturama";"minas gerais";"brasil";-19.728;-50.196;19
"Alto Araguaia";"mato grosso";"brasil";-17.315;-53.215;19
"Andirá";"parana";"brasil";-23.051;-50.229;19
"Sevilla";"Andalusia";"Spain";37.38283;-5.97317;19
"Serra Branca";"paraiba";"brasil";-7.483;-36.665;19
"Descanso";"santa catarina";"brasil";-26.826;-53.502;19
"Oriximiná";"para";"brasil";-1.766;-55.866;19
"Guiricema";"minas gerais";"brasil";-21.008;-42.718;19
"Roca Sales";"rio grande do sul";"brasil";-29.284;-51.868;19
"Itacoatiara";"amazonas";"brasil";-3.143;-58.444;19
"Rolante";"rio grande do sul";"brasil";-29.651;-50.576;19
"Jaguariúna";"sao paulo";"brasil";-22.706;-46.986;19
"Piura";"Piura";"Peru";-5.19449;-80.63282;19
"Boa Esperança do Sul";"sao paulo";"brasil";-21.993;-48.391;19
"Tocantins";"minas gerais";"brasil";-21.175;-43.018;18
"Iconha";"espirito Santo";"brasil";-20.793;-40.811;18
"Caucaia";"ceara";"brasil";-3.733;-38.656;18
"Lajinha";"minas gerais";"brasil";-20.151;-41.623;18
"Uruaçu";"goias";"brasil";-14.525;-49.141;18
"Santo Antônio do Sudoeste";"parana";"brasil";-26.07;-53.723;18
"Indaial";"santa catarina";"brasil";-26.898;-49.232;18
"Ibirama";"santa catarina";"brasil";-27.057;-49.518;18
"Lagoa da Prata";"minas gerais";"brasil";-20.023;-45.544;18
"Pratápolis";"minas gerais";"brasil";-20.745;-46.861;18
