"no_ies";"latitude";"longitude";"count"
"CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA";-21.764;-43.35;19
"CENTRO UNIVERSITÁRIO CAPITAL";-23.548;-46.636;19
"CENTRO UNIVERSITÁRIO CLARETIANO";-20.891;-47.585;19
"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ";-21.305;-46.713;19
"CENTRO UNIVERSITÁRIO DE CARATINGA";-19.79;-42.139;19
"Centro Universitário UNIFAFIBE";-20.949;-48.479;19
"FACULDADE ANCHIETA";-23.694;-46.565;19
"FACULDADE DE TECNOLOGIA INTERAMÉRICA";-23.548;-46.636;19
"FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE";-19.817;-43.956;19
"FACULDADE INGÁ";-23.425;-51.939;19
"FACULDADE NOSSA CIDADE";-23.523;-46.836;19
"FACULDADE POLITÉCNICA DE CAMPINAS";-22.906;-47.061;19
"FACULDADES ATIBAIA";-23.117;-46.55;19
"FACULDADES INTEGRADAS DE SANTA FÉ DO SUL";-20.211;-50.926;19
"FACULDADE SUL BRASIL";-24.714;-53.743;19
"FACULDADE UIRAPURU";-23.502;-47.458;19
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";-10.167;-48.333;19
"UNIVERSIDADE ESTADUAL DE CAMPINAS";-22.565;-47.402;19
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.327;-48.953;19
"UNIVERSIDADE FEDERAL DE MATO GROSSO";-16.471;-54.636;19
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-20.751;-51.678;19
"UNIVERSIDADE SÃO FRANCISCO";-22.952;-46.542;19
"CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM";-21.679;-49.743;18
"CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE";-21.969;-46.798;18
"CENTRO UNIVERSITÁRIO DE LAVRAS";-21.245;-45;18
"CENTRO UNIVERSITÁRIO DE LINS";-21.679;-49.743;18
"CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ";-1.456;-48.504;18
"CENTRO UNIVERSITÁRIO DO INSTITUTO DE ENSINO SUPERIOR COC";-21.178;-47.81;18
"CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ";-19.593;-46.941;18
"CENTRO UNIVERSITÁRIO PAULISTANO";-23.548;-46.636;18
"FACULDADE ANHANGUERA DE JOINVILLE";-26.304;-48.846;18
"FACULDADE ANHANGÜERA DE SÃO JOSÉ";-23.179;-45.887;18
"FACULDADE ANHANGUERA DE TAUBATÉ";-23.026;-45.555;18
"FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL";-11.438;-61.448;18
"FACULDADE DINÂMICA DAS CATARATAS";-25.548;-54.588;18
"FACULDADE FLAMINGO";-23.548;-46.636;18
"FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ";-9.666;-35.735;18
"FACULDADE METROPOLITANA DE MANAUS";-3.102;-60.025;18
"Faculdade Presidente Antônio Carlos de Bom Despacho";-19.736;-45.252;18
"FACULDADES INTEGRADAS SÃO PEDRO";-20.319;-40.338;18
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC";-23.664;-46.538;18
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS";-16.679;-49.254;18
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-1.456;-48.504;18
"UNIVERSIDADE DE RIBEIRÃO PRETO";-23.993;-46.256;18
"UNIVERSIDADE ESTÁCIO DE SÁ";-22.759;-43.451;18
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-22.221;-54.806;18
"UNIVERSIDADE FEDERAL DO PARÁ";;;18
"UNIVERSIDADE LUTERANA DO BRASIL";-29.335;-49.727;18
"UNIVERSIDADE POTIGUAR";-5.188;-37.344;18
"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL";-27.871;-54.481;18
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-25.295;-54.094;18
"CENTRO UNIVERSITÁRIO BARRIGA VERDE";-28.359;-49.291;17
"CENTRO UNIVERSITÁRIO DE BRUSQUE";-27.098;-48.918;17
"CENTRO UNIVERSITÁRIO DE ITAJUBÁ";-22.426;-45.453;17
"CENTRO UNIVERSITÁRIO DE JALES";-20.269;-50.546;17
"CENTRO UNIVERSITÁRIO DE JOÃO PESSOA";-7.115;-34.863;17
"CENTRO UNIVERSITÁRIO MOACYR SREDER BASTOS";-22.903;-43.208;17
"FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO";-15.78;-47.93;17
"FACULDADE ANHAGUERA DE JUNDIAÍ";-23.186;-46.884;17
"FACULDADE ATENEU";-3.717;-38.543;17
"FACULDADE BRASILEIRA";-20.319;-40.338;17
"FACULDADE CATÓLICA SALESIANA DO ESPÍRITO SANTO";-20.319;-40.338;17
"FACULDADE DE CIÊNCIAS APLICADAS DE CASCAVEL";-24.956;-53.455;17
"FACULDADE METROPOLITANA DE BLUMENAU";-26.919;-49.066;17
"FACULDADE MONTES BELOS";-16.525;-50.372;17
"FACULDADE NOVO MILÊNIO";-20.33;-40.292;17
"FACULDADE PITÁGORAS DE DIVINÓPOLIS - FPD";-20.139;-44.884;17
"FACULDADE PITÁGORAS DE LONDRINA";-23.31;-51.163;17
"FACULDADES INTEGRADAS DE TAQUARA";-29.651;-50.781;17
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-23.548;-46.636;17
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ";-26.484;-51.991;17
"UNIVERSIDADE CASTELO BRANCO";;;17
"UNIVERSIDADE CATÓLICA DE BRASÍLIA";;;17
"UNIVERSIDADE DE SANTO AMARO";;;17
"UNIVERSIDADE DO ESTADO DA BAHIA";-12.136;-38.419;17
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.354;-64.711;17
"UNIVERSIDADE FEDERAL DA BAHIA";-12.153;-44.99;17
"UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA";-25.548;-54.588;17
"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";-18.969;-49.465;17
"UNIVERSIDADE FEDERAL DO ACRE";-7.631;-72.67;17
"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO";-20.764;-41.533;17
"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";-12.67;-39.102;17
"UNIVERSIDADE LUTERANA DO BRASIL";-29.944;-50.992;17
"UNIVERSIDADE LUTERANA DO BRASIL";-28.284;-52.786;17
"UNIVERSIDADE METROPOLITANA DE SANTOS";;;17
"UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS";-21.226;-43.774;17
"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES";-29.192;-54.867;17
"UNIVERSIDADE SALGADO DE OLIVEIRA";-21.754;-41.324;17
"UNIVERSIDADE SALGADO DE OLIVEIRA";-8.054;-34.881;17
"CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE";-20.443;-54.646;16
"CENTRO UNIVERSITÁRIO CELSO LISBOA";-22.903;-43.208;16
"CENTRO UNIVERSITÁRIO FLUMINENSE";-21.754;-41.324;16
"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI";-26.898;-49.232;16
"CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO";-22.731;-45.125;16
"CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS";-22.412;-42.966;16
"FACULDADE ANHANGUERA DE BELO HORIZONTE";-19.817;-43.956;16
"FACULDADE ANHANGUERA DE OSASCO";-23.533;-46.792;16
"FACULDADE ANHANGUERA DE SANTA BÁRBARA";-22.754;-47.414;16
"FACULDADE DE PRESIDENTE PRUDENTE";-22.126;-51.389;16
"FACULDADE DO VALE DO IPOJUCA";-8.283;-35.976;16
"FACULDADE ESTÁCIO DE SÁ DE JUIZ DE FORA";-21.764;-43.35;16
"FACULDADE INTEGRADA METROPOLITANA DE CAMPINAS";-22.906;-47.061;16
"FACULDADE PITÁGORAS DE BETIM";-19.968;-44.198;16
"FACULDADE PITÁGORAS DE UBERLÂNDIA";-18.919;-48.277;16
"Faculdade Presidente Antônio Carlos de Teófilo Otoni";-17.858;-41.505;16
"FACULDADE SANTA MARCELINA";-23.548;-46.636;16
"FACULDADE SANTA RITA";-20.66;-43.786;16
"FACULDADE SANTO AGOSTINHO";-5.089;-42.802;16
"FACULDADES INTEGRADAS DOS CAMPOS GERAIS";-25.095;-50.162;16
"FACULDADES INTEGRADAS RIO BRANCO";-23.548;-46.636;16
"FACULDADES OSWALDO CRUZ";-23.548;-46.636;16
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE";-21.754;-41.324;16
"UNIVERSIDADE ANHANGUERA - UNIDERP";;;16
"UNIVERSIDADE DE CAXIAS DO SUL";;;16
"UNIVERSIDADE DO CONTESTADO";-27.234;-52.028;16
"UNIVERSIDADE DO CONTESTADO";-26.111;-49.805;16
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.3;-60.621;16
"UNIVERSIDADE DO VALE DO ITAJAÍ";-26.991;-48.635;16
"UNIVERSIDADE ESTÁCIO DE SÁ";-22.879;-42.019;16
"UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO";-21.754;-41.324;16
"UNIVERSIDADE FEDERAL DE PELOTAS";-31.763;-52.484;16
"UNIVERSIDADE METROPOLITANA DE SANTOS";-23.961;-46.334;16
"UNIVERSIDADE PAULISTA";-21.209;-50.433;16
"UNIVERSIDADE SALVADOR";;;16
"UNIVERSIDADE SÃO FRANCISCO";-23.006;-46.839;16
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-23.181;-50.647;16
"CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO";-23.548;-46.636;15
"CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO";-22.488;-47.215;15
"CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ";-5.089;-42.802;15
"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS";-23.694;-46.565;15
"CENTRO UNIVERSITÁRIO DE ARARAS -";-22.357;-47.384;15
"CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE";-16.253;-47.95;15
"CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA";-26.23;-51.086;15
"CENTRO UNIVERSITÁRIO INTERNACIONAL";;;15
"CENTRO UNIVERSITÁRIO UNIRG";-11.729;-49.069;15
"ESCOLA SUPERIOR MADRE CELESTE";-1.366;-48.372;15
"ESTÁCIO ATUAL - FACULDADE ESTÁCIO DA AMAZÔNIA";2.82;-60.673;15
"FACULDADE ALFREDO NASSER";-16.822;-49.245;15
"FACULDADE ALVES FARIA";-16.679;-49.254;15
"FACULDADE ANHANGÜERA DE BAURU";-22.315;-49.061;15
"FACULDADE CAPIXABA DE NOVA VENÉCIA";-18.711;-40.401;15
"FACULDADE CATÓLICA RAINHA DO SERTÃO";-4.971;-39.015;15
"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE CASCAVEL";-24.956;-53.455;15
"FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA";-23.982;-48.876;15
"FACULDADE DE EDUCAÇÃO SÃO LUÍS";-21.255;-48.322;15
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES";-22.903;-43.208;15
"FACULDADE DE MINAS";-21.131;-42.366;15
"FACULDADE DE PINDAMONHANGABA";-22.924;-45.462;15
"FACULDADE DE TECNOLOGIA FUNDETEC";-23.548;-46.636;15
"FACULDADE DO NOROESTE DE MINAS";-17.222;-46.875;15
"FACULDADE INTEGRADA TIRADENTES";-9.666;-35.735;15
"FACULDADE MARTHA FALCÃO";-3.102;-60.025;15
"FACULDADE PAN AMAZÔNIA";-1.456;-48.504;15
"FACULDADE PITÁGORAS DE JUNDIAÍ";-23.186;-46.884;15
"Faculdade Presidente Antônio Carlos de Ipatinga";-19.468;-42.537;15
"FACULDADES INTEGRADAS ASMEC";-22.283;-46.369;15
"FACULDADES INTEGRADAS DE PATOS";-7.024;-37.28;15
"FACULDADES INTEGRADAS ESPÍRITO SANTENSES";-20.319;-40.338;15
"FACULDADES INTEGRADAS MATO-GROSSENSES DE CIÊNCIAS SOCIAIS E HUMANAS";-15.596;-56.097;15
"FACULDADES INTEGRADAS PITÁGORAS";-16.735;-43.862;15
"FACULDADES INTEGRADAS TERESA D´ÁVILA";-22.731;-45.125;15
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS";-3.102;-60.025;15
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-5.795;-35.209;15
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE";-31.772;-52.343;15
"INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA";-18.42;-49.218;15
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";-19.968;-44.198;15
"UNIVERSIDADE BRAZ CUBAS";;;15
"UNIVERSIDADE DO ESTADO DA BAHIA";-12.153;-44.99;15
"UNIVERSIDADE DO ESTADO DA BAHIA";-10.463;-40.191;15
"UNIVERSIDADE ESTÁCIO DE SÁ";-22.371;-41.787;15
"UNIVERSIDADE ESTADUAL DO CENTRO OESTE";-25.467;-50.651;15
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-5.526;-47.476;15
"UNIVERSIDADE FEDERAL DE SANTA CATARINA";;;15
"UNIVERSIDADE FEDERAL DE SÃO CARLOS";-23.502;-47.458;15
"UNIVERSIDADE FEDERAL DE SÃO PAULO";-23.463;-46.533;15
"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO";-18.716;-39.859;15
"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO";-21.429;-45.947;15
"UNIVERSIDADE METODISTA DE SÃO PAULO";;;15
"UNIVERSIDADE PARANAENSE";-26.081;-53.055;15
"UNIVERSIDADE PARANAENSE";-24.956;-53.455;15
"UNIVERSIDADE PARANAENSE";-24.714;-53.743;15
"UNIVERSIDADE PAULISTA";-21.596;-46.889;15
"UNIVERSIDADE SALGADO DE OLIVEIRA";-16.679;-49.254;15
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-25.095;-50.162;15
"CENTRO UNIVERSITÁRIO DE MARINGÁ - CEUMAR";;;14
"CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA";-23.623;-46.551;14
"CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE";-5.795;-35.209;14
"CENTRO UNIVERSITÁRIO JORGE AMADO";;;14
"FACULDADE ANHANGUERA DE LIMEIRA";-22.565;-47.402;14
"FACULDADE ANHANGÜERA DE SOROCABA";-23.502;-47.458;14
"FACULDADE ANHANGUERA DE TABOÃO DA SERRA";-23.602;-46.753;14
"FACULDADE CENECISTA DE OSÓRIO";-29.887;-50.27;14
"FACULDADE DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE";-20.754;-42.882;14
"FACULDADE DE CIÊNCIAS SOCIAIS E TECNOLÓGICAS FACITEC";-15.78;-47.93;14
"FACULDADE DE MACAPÁ";0.039;-51.066;14
"FACULDADE DE TECNOLOGIA DE SÃO PAULO";-23.548;-46.636;14
"FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE PORTO ALEGRE";-30.033;-51.23;14
"FACULDADE DO SUL DA BAHIA";-17.535;-39.742;14
"FACULDADE ESAMC SANTOS";-23.961;-46.334;14
"FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA";-27.615;-48.628;14
"FACULDADE INTEGRADO DE CAMPO MOURÃO";-24.046;-52.383;14
"FACULDADE INTERAMERICANA DE PORTO VELHO";-8.762;-63.904;14
"FACULDADE PITÁGORAS DE IPATINGA";-19.468;-42.537;14
"FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS";-17.535;-39.742;14
"Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete";-20.66;-43.786;14
"Faculdade Presidente Antônio Carlos de Uberlândia";-18.919;-48.277;14
"FACULDADE SÃO LUCAS";-8.762;-63.904;14
"FACULDADES INTEGRADAS BARROS MELO";-8.009;-34.855;14
"FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC";-15.78;-47.93;14
"FACULDADES INTEGRADAS DE BAURU";-22.315;-49.061;14
"FACULDADES INTEGRADAS DE OURINHOS";-22.979;-49.871;14
"FACULDADES INTEGRADAS DO TAPAJÓS";-2.443;-54.708;14
"FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA";-25.428;-49.273;14
"FACULDADES UNIDAS DO VALE DO ARAGUAIA";-15.89;-52.257;14
"FACULDADE UNIÃO DAS AMÉRICAS";-25.548;-54.588;14
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";-7.191;-48.207;14
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-2.53;-44.303;14
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";-5.089;-42.802;14
"INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA";-21.138;-48.973;14
"UNIVERSIDADE CAMILO CASTELO BRANCO";-21.904;-47.619;14
"UNIVERSIDADE DE PERNAMBUCO";-8.054;-34.881;14
"UNIVERSIDADE DE TAUBATÉ";;;14
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-16.071;-57.679;14
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.143;-58.444;14
"UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL";-9.407;-36.628;14
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-21.794;-48.176;14
"UNIVERSIDADE FEDERAL DE ALAGOAS";-9.752;-36.661;14
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-18.507;-54.76;14
"UNIVERSIDADE FEDERAL DO PARÁ";-1.297;-47.922;14
"UNIVERSIDADE FEDERAL DO PARANÁ";-25.818;-48.543;14
"UNIVERSIDADE LUTERANA DO BRASIL";-30.039;-52.894;14
"UNIVERSIDADE NORTE DO PARANÁ";;;14
"UNIVERSIDADE PAULISTA";;;14
"UNIVERSIDADE REGIONAL DO CARIRI";-7.234;-39.409;14
"UNIVERSIDADE SALGADO DE OLIVEIRA";-19.817;-43.956;14
"UNIVERSIDADE TIRADENTES";;;14
"CENTRO UNIVERSITÁRIO DO INSTITUTO DE ENSINO SUPERIOR COC";;;13
"CENTRO UNIVERSITÁRIO GERALDO DI BIASE";-22.47;-43.826;13
"CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO";-22.739;-47.331;13
"ESCOLA SUPERIOR BATISTA DO AMAZONAS";-3.102;-60.025;13
"ESCOLA SUPERIOR DE ADMINISTRAÇÃO, DIREITO E ECONOMIA";-30.033;-51.23;13
"FACULDADE ANHANGÜERA DE PIRACICABA";-22.725;-47.649;13
"FACULDADE BARÃO DO RIO BRANCO";-9.975;-67.81;13
"FACULDADE CCAA";-22.903;-43.208;13
"FACULDADE DE CIÊNCIAS APLICADAS DOUTOR LEÃO SAMPAIO";-7.213;-39.315;13
"FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU";-20.258;-42.034;13
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MANDAGUARI";-23.548;-51.671;13
"FACULDADE DE MINAS BH";-19.817;-43.956;13
"FACULDADE DE PATO BRANCO";-26.229;-52.671;13
"FACULDADE DE SÃO LOURENÇO";-22.116;-45.054;13
"FACULDADE DE SÃO VICENTE";-23.963;-46.392;13
"FACULDADE DO CENTRO LESTE";-20.129;-40.308;13
"FACULDADE DO SUL";-14.786;-39.28;13
"FACULDADE ENIAC";-23.463;-46.533;13
"FACULDADE IDEAL";-1.456;-48.504;13
"FACULDADE MAX PLANCK";-23.09;-47.218;13
"FACULDADE METROPOLITANA DA GRANDE FORTALEZA";-3.717;-38.543;13
"FACULDADE PITÁGORAS DE TECNOLOGIA DE BELO HORIZONTE";-19.817;-43.956;13
"Faculdade Presidente Antônio Carlos de Ubá";-21.12;-42.943;13
"FACULDADE REDENTOR";-21.205;-41.888;13
"FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE";-16.735;-43.862;13
"FACULDADES INTEGRADAS DO VALE DO IGUAÇU";-26.23;-51.086;13
"FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA";-22.565;-47.402;13
"FACULDADES INTEGRADAS PAULISTA";-23.548;-46.636;13
"FACULDADES RIOGRANDENSES";-30.033;-51.23;13
"FACULDADE SUDOESTE PAULISTA";-23.099;-48.926;13
"FACULDADE UNIÃO BANDEIRANTE";-27.615;-48.628;13
"INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR";-26.919;-49.066;13
"INSTITUTO CUIABÁ DE ENSINO E CULTURA";-15.596;-56.097;13
"INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR";-8.054;-34.881;13
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";-21.788;-46.561;13
"UNIVERSIDADE CAMILO CASTELO BRANCO";-20.284;-50.246;13
"UNIVERSIDADE CATÓLICA DOM BOSCO";;;13
"UNIVERSIDADE DE CAXIAS DO SUL";-28.512;-50.934;13
"UNIVERSIDADE DE PASSO FUNDO";-28.284;-52.786;13
"UNIVERSIDADE DO ESTADO DA BAHIA";-11.181;-40.518;13
"UNIVERSIDADE DO ESTADO DA BAHIA";;;13
"UNIVERSIDADE DO ESTADO DE MINAS GERAIS";-19.817;-43.956;13
"UNIVERSIDADE DO VALE DO RIO DOS SINOS";-30.033;-51.23;13
"UNIVERSIDADE ESTÁCIO DE SÁ";-22.469;-44.447;13
"UNIVERSIDADE ESTADUAL DE RORAIMA";2.82;-60.673;13
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.859;-43.356;13
"UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ";-25.548;-54.588;13
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-22.886;-48.445;13
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-22.662;-50.412;13
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-22.214;-49.946;13
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-22.126;-51.389;13
"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";-6.89;-38.562;13
"UNIVERSIDADE FEDERAL DO PARÁ";-1.718;-48.883;13
"UNIVERSIDADE FEDERAL FLUMINENSE";-22.523;-44.104;13
"UNIVERSIDADE GUARULHOS";-23.548;-46.636;13
"UNIVERSIDADE LUTERANA DO BRASIL";-29.959;-51.722;13
"UNIVERSIDADE LUTERANA DO BRASIL";;;13
"UNIVERSIDADE NORTE DO PARANÁ";-23.419;-51.424;13
"ABEU - CENTRO UNIVERSITÁRIO";-22.764;-43.399;12
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";-19.817;-43.956;12
"CENTRO UNIVERSITÁRIO ANHANGÜERA";-22.186;-47.39;12
"CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO";-23.548;-46.636;12
"Centro Universitário - Católica de Santa Catarina em Joinville";-26.304;-48.846;12
"CENTRO UNIVERSITÁRIO CURITIBA";-25.428;-49.273;12
"CENTRO UNIVERSITÁRIO DE ARARAS -";;;12
"CENTRO UNIVERSITÁRIO DE MINEIROS";-17.569;-52.551;12
"CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA";-22.214;-49.946;12
"CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM";-2.443;-54.708;12
"FACULDADE ANHANGUERA DE BRASÍLIA";-15.78;-47.93;12
"FACULDADE ANHANGUERA DE JACAREÍ";-23.305;-45.966;12
"FACULDADE ASCES";-8.283;-35.976;12
"FACULDADE CAMBURY";-16.679;-49.254;12
"FACULDADE CAPIXABA DA SERRA";-20.129;-40.308;12
"FACULDADE CATHEDRAL";2.82;-60.673;12
"FACULDADE CIDADE DE JOÃO PINHEIRO";-17.743;-46.173;12
"FACULDADE CIDADE DE PATOS DE MINAS";-18.579;-46.518;12
"FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE";-12.894;-38.327;12
"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA";-22.855;-46.318;12
"FACULDADE DE TECNOLOGIA LOURENÇO FILHO";-3.717;-38.543;12
"Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN";-23.604;-46.919;12
"FACULDADE ESTADUAL DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARANAVAÍ";-23.073;-52.465;12
"FACULDADE INDEPENDENTE DO NORDESTE";-14.866;-40.839;12
"FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA";-7.115;-34.863;12
"FACULDADE MAURÍCIO DE NASSAU DE NATAL";-5.795;-35.209;12
"FACULDADE METROPOLITANA DE GUARAMIRIM";-26.473;-49.003;12
"FACULDADE PADRE JOÃO BAGOZZI";-25.428;-49.273;12
"FACULDADE PITÁGORAS DE SÃO LUIZ";-2.53;-44.303;12
"FACULDADE PROJEÇÃO";-15.78;-47.93;12
"FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB";-12.153;-44.99;12
"FACULDADES INTEGRADAS DA UPIS";-15.78;-47.93;12
"FACULDADES INTEGRADAS DE CACOAL";-11.438;-61.448;12
"FACULDADES INTEGRADAS ESPÍRITA";-25.428;-49.273;12
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";-31.331;-54.107;12
"INSTITUTO BAIANO DE ENSINO SUPERIOR";-12.971;-38.511;12
"INSTITUTO ESPERANÇA DE ENSINO SUPERIOR";-2.443;-54.708;12
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-7.115;-34.863;12
"INSTITUTO PARAIBANO DE ENSINO RENOVADO";-7.115;-34.863;12
"INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA";-22.565;-47.402;12
"UNIVERSIDADE CIDADE DE SÃO PAULO";;;12
"UNIVERSIDADE DA REGIÃO DA CAMPANHA";-29.783;-55.792;12
"UNIVERSIDADE DE PERNAMBUCO";-8.89;-36.493;12
"UNIVERSIDADE DO CONTESTADO";-27.283;-50.584;12
"UNIVERSIDADE DO CONTESTADO";;;12
"UNIVERSIDADE DO ESTADO DA BAHIA";-12.969;-39.261;12
"UNIVERSIDADE DO ESTADO DO AMAPÁ";0.039;-51.066;12
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-4.253;-69.938;12
"UNIVERSIDADE DO ESTADO DO PARÁ";-2.995;-47.353;12
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.225;-44.78;12
