name;name_ascii;latitude;longitude
faculdade batista de minas gerais;faculdade batista de minas gerais;-19.817;-43.956
faculdade campo grande;faculdade campo grande;-20.443;-54.646
faculdade campo real;faculdade campo real;-25.395;-51.458
faculdade cidade do salvador;faculdade cidade do salvador;-12.971;-38.511
faculdade da aldeia de carapicuíba;faculdade da aldeia de carapicuíba;-23.523;-46.836
faculdade da cidade de maceió;faculdade da cidade de maceió;-9.666;-35.735
faculdade de administração e artes de limeira;faculdade de administração e artes de limeira;-22.565;-47.402
faculdade de administração e negócios de sergipe;faculdade de administração e negócios de sergipe;-10.911;-37.072
faculdade de ciências econômicas e administrativas santa rita de cássia;faculdade de ciências econômicas e administrativas santa rita de cássia;-23.548;-46.636
faculdade de ciências humanas, econômicas e da saúde de araguaína;faculdade de ciências humanas, econômicas e da saúde de araguaína;-7.191;-48.207
faculdade de ciências humanas e sociais aplicadas;faculdade de ciências humanas e sociais aplicadas;-2.53;-44.303
faculdade de ciências, saúde, exatas e jurídicas de teresina;faculdade de ciências, saúde, exatas e jurídicas de teresina;-5.089;-42.802
faculdade de ciências sociais aplicadas;faculdade de ciências sociais aplicadas;-26.962;-52.535
faculdade de ensino de minas gerais;faculdade de ensino de minas gerais;-19.817;-43.956
faculdade de filosofia e ciências humanas de goiatuba;faculdade de filosofia e ciências humanas de goiatuba;-18.013;-49.357
faculdade de itapiranga;faculdade de itapiranga;-27.169;-53.712
faculdade delta;faculdade delta;-12.971;-38.511
faculdade de taquaritinga;faculdade de taquaritinga;-21.406;-48.505
faculdade de tecnologia de alagoas;faculdade de tecnologia de alagoas;-9.666;-35.735
faculdade de tecnologia e ciências de feira de santana;faculdade de tecnologia e ciências de feira de santana;-12.267;-38.967
faculdade de tecnologia e ciências de vitória da conquista;faculdade de tecnologia e ciências de vitória da conquista;-14.866;-40.839
faculdade de tecnologia e negócios carlos drummond de andrade;faculdade de tecnologia e negócios carlos drummond de andrade;-23.548;-46.636
faculdade de tecnologia eniac-fapi;faculdade de tecnologia eniac-fapi;-23.463;-46.533
faculdade de tecnologia ibta - são josé dos campos;faculdade de tecnologia ibta - são josé dos campos;-23.179;-45.887
faculdade de tecnologia tecbrasil - unidade bento gonçalves;faculdade de tecnologia tecbrasil - unidade bento gonçalves;-29.171;-51.519
faculdade dom pedro ii;faculdade dom pedro ii;-12.971;-38.511
faculdade eça de queiros;faculdade eça de queiros;-23.528;-46.903
faculdade esamc uberlândia;faculdade esamc uberlândia;-18.919;-48.277
faculdade evangélica;faculdade evangélica;-15.78;-47.93
faculdade fernão dias;faculdade fernão dias;-23.533;-46.792
faculdade integrada brasil amazonia - fibra;faculdade integrada brasil amazonia - fibra;-1.456;-48.504
faculdade integrada de ensino superior de colinas;faculdade integrada de ensino superior de colinas;-8.059;-48.475
faculdade joaquim nabuco recife;faculdade joaquim nabuco recife;-8.054;-34.881
faculdade literatus;faculdade literatus;-3.102;-60.025
faculdade mario schenberg;faculdade mario schenberg;-23.604;-46.919
faculdade maurício de nassau de campina grande;faculdade maurício de nassau de campina grande;-7.231;-35.881
faculdade nobre de feira de santana;faculdade nobre de feira de santana;-12.267;-38.967
faculdade novos horizontes;faculdade novos horizontes;-19.817;-43.956
faculdade paulista de artes;faculdade paulista de artes;-23.548;-46.636
faculdade presidente antônio carlos de aimorés;faculdade presidente antônio carlos de aimorés;-19.496;-41.064
faculdade são josé;faculdade são josé;-22.903;-43.208
faculdade são miguel;faculdade são miguel;-8.054;-34.881
faculdades de dracena;faculdades de dracena;-21.483;-51.533
faculdade senac porto alegre - fspoa;faculdade senac porto alegre - fspoa;-30.033;-51.23
faculdade senai-cetiqt;faculdade senai-cetiqt;-22.903;-43.208
faculdade sete de setembro;faculdade sete de setembro;-3.717;-38.543
faculdades integradas campo-grandenses;faculdades integradas campo-grandenses;-22.903;-43.208
faculdades integradas de ciências humanas, saúde e educação de guarulhos;faculdades integradas de ciências humanas, saúde e educação de guarulhos;-23.463;-46.533
faculdades integradas de ribeirão pires;faculdades integradas de ribeirão pires;-23.711;-46.413
faculdades integradas maria imaculada;faculdades integradas maria imaculada;-22.372;-46.942
faculdades spei;faculdades spei;-25.428;-49.273
faculdade una de contagem;faculdade una de contagem;-19.932;-44.054
faculdade unida de suzano;faculdade unida de suzano;-23.543;-46.311
faculdade zacarias de góes;faculdade zacarias de góes;-13.37;-39.073
fal estácio - faculdade estácio de natal;fal estácio - faculdade estácio de natal;-5.795;-35.209
instituto de ciências da saúde;instituto de ciências da saúde;-16.735;-43.862
instituto de ensino e pesquisa objetivo;instituto de ensino e pesquisa objetivo;-10.167;-48.333
instituto de ensino superior de bauru;instituto de ensino superior de bauru;-22.315;-49.061
instituto de ensino superior de teresina;instituto de ensino superior de teresina;-5.089;-42.802
instituto de ensino superior e pesquisa;instituto de ensino superior e pesquisa;-20.139;-44.884
instituto de ensino superior santo andré;instituto de ensino superior santo andré;-23.664;-46.538
instituto federal de educação, ciência e tecnologia da bahia;instituto federal de educação, ciência e tecnologia da bahia;-12.971;-38.511
instituto federal de educação, ciência e tecnologia do sudeste de minas gerais;instituto federal de educação, ciência e tecnologia do sudeste de minas gerais;-21.226;-43.774
instituto municipal de ensino superior de assis;instituto municipal de ensino superior de assis;-22.662;-50.412
instituto superior de teologia aplicada;instituto superior de teologia aplicada;-3.674;-40.239
centro universitário lusíada;centro universitário lusíada;-23.961;-46.334
escola de música e belas artes do paraná;escola de música e belas artes do paraná;-25.428;-49.273
escola superior de criciúma - esucri;escola superior de criciúma - esucri;-28.678;-49.37
faculdade anhangüera de dourados;faculdade anhangüera de dourados;-22.221;-54.806
faculdade anhanguera de sumaré;faculdade anhanguera de sumaré;-22.822;-47.267
faculdade araguaia;faculdade araguaia;-16.679;-49.254
faculdade da cidade de santa luzia;faculdade da cidade de santa luzia;-19.77;-43.851
faculdade de administração, ciências, educação e letras;faculdade de administração, ciências, educação e letras;-25.428;-49.273
faculdade de ciências administrativas e contábeis de itabira;faculdade de ciências administrativas e contábeis de itabira;-19.619;-43.227
faculdade de ciências e letras de bragança paulista;faculdade de ciências e letras de bragança paulista;-22.952;-46.542
faculdade de ciências sociais e humanas sobral pinto;faculdade de ciências sociais e humanas sobral pinto;-16.471;-54.636
faculdade de economia e finanças ibmec;faculdade de economia e finanças ibmec;-22.903;-43.208
faculdade de educação são francisco;faculdade de educação são francisco;-4.574;-44.597
faculdade de educação superior do paraná;faculdade de educação superior do paraná;-25.428;-49.273
faculdade de ensino superior de são miguel do iguaçu;faculdade de ensino superior de são miguel do iguaçu;-25.348;-54.238
faculdade de filosofia ciências e letras de alegre;faculdade de filosofia ciências e letras de alegre;-20.764;-41.533
faculdade de filosofia ciências e letras de são josé do rio pardo;faculdade de filosofia ciências e letras de são josé do rio pardo;-21.596;-46.889
faculdade de filosofia ciências e letras santa marcelina;faculdade de filosofia ciências e letras santa marcelina;-21.131;-42.366
faculdade de filosofia santa dorotéia;faculdade de filosofia santa dorotéia;-22.282;-42.531
faculdade de getúlio vargas;faculdade de getúlio vargas;-27.89;-52.228
faculdade de guanambi;faculdade de guanambi;-14.223;-42.781
faculdade de presidente epitácio - fape;faculdade de presidente epitácio - fape;-21.763;-52.116
faculdade de talentos humanos;faculdade de talentos humanos;-19.748;-47.932
faculdade de tecnologia anchieta;faculdade de tecnologia anchieta;-23.694;-46.565
faculdade de tecnologia de ourinhos;faculdade de tecnologia de ourinhos;-22.979;-49.871
faculdade de tecnologia de sorocaba;faculdade de tecnologia de sorocaba;-23.502;-47.458
faculdade de tecnologia e ciências de itabuna;faculdade de tecnologia e ciências de itabuna;-14.786;-39.28
faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;faculdade de tecnologia em hotelaria, gastronomia e turismo de são paulo;-23.548;-46.636
faculdade de tecnologia ibta campinas;faculdade de tecnologia ibta campinas;-22.906;-47.061
faculdade de tecnologia prof. luiz rosa;faculdade de tecnologia prof. luiz rosa;-23.186;-46.884
faculdade de tecnologia tupy curitiba;faculdade de tecnologia tupy curitiba;-25.428;-49.273
faculdade diadema;faculdade diadema;-23.686;-46.623
faculdade dom bosco;faculdade dom bosco;-25.428;-49.273
faculdade dom luis de orleans e bragança;faculdade dom luis de orleans e bragança;-10.834;-38.536
faculdade do norte pioneiro;faculdade do norte pioneiro;-23.295;-50.077
faculdade do recife;faculdade do recife;-8.054;-34.881
faculdade estácio cotia - estácio faac;faculdade estácio cotia - estácio faac;-23.604;-46.919
faculdade estácio de natal;faculdade estácio de natal;-5.795;-35.209
faculdade estácio de sá de ourinhos;faculdade estácio de sá de ourinhos;-22.979;-49.871
faculdade estadual de ciências econômicas de apucarana;faculdade estadual de ciências econômicas de apucarana;-23.551;-51.461
faculdade frassinetti do recife;faculdade frassinetti do recife;-8.054;-34.881
faculdade interlagos de educação e cultura;faculdade interlagos de educação e cultura;-23.548;-46.636
faculdade josé augusto vieira;faculdade josé augusto vieira;-10.917;-37.65
faculdade mater dei;faculdade mater dei;-26.229;-52.671
faculdade metropolitana de anápolis;faculdade metropolitana de anápolis;-16.327;-48.953
faculdade metropolitana de maringá;faculdade metropolitana de maringá;-23.425;-51.939
faculdade norte capixaba de sao mateus;faculdade norte capixaba de sao mateus;-18.716;-39.859
faculdade piauiense;faculdade piauiense;-2.905;-41.777
faculdade pio décimo;faculdade pio décimo;-10.911;-37.072
faculdade potiguar da paraíba;faculdade potiguar da paraíba;-7.115;-34.863
faculdade salesiana maria auxiliadora;faculdade salesiana maria auxiliadora;-22.371;-41.787
faculdade satc;faculdade satc;-28.678;-49.37
faculdades integradas camões;faculdades integradas camões;-25.428;-49.273
faculdades integradas de aracruz;faculdades integradas de aracruz;-19.82;-40.273
faculdades integradas de ariquemes;faculdades integradas de ariquemes;-9.913;-63.041
faculdades integradas de jahu;faculdades integradas de jahu;-22.296;-48.558
faculdades integradas iesgo;faculdades integradas iesgo;-15.537;-47.334
faculdades vale do carangola - favale;faculdades vale do carangola - favale;-20.733;-42.029
faculdade três de maio;faculdade três de maio;-27.773;-54.24
faculdade união de goyazes;faculdade união de goyazes;-16.649;-49.489
faculdade visconde de cairú;faculdade visconde de cairú;-12.971;-38.511
instituto de ensino superior de itapira;instituto de ensino superior de itapira;-22.436;-46.822
instituto de ensino superior fucapi;instituto de ensino superior fucapi;-3.102;-60.025
instituto federal de educação, ciência e tecnologia do rio grande do sul;instituto federal de educação, ciência e tecnologia do rio grande do sul;-29.171;-51.519
instituto federal de educação, ciência e tecnologia do sul de minas gerais;instituto federal de educação, ciência e tecnologia do sul de minas gerais;-22.317;-46.328
instituto superior de ensino e pesquisa de ituiutaba;instituto superior de ensino e pesquisa de ituiutaba;-18.969;-49.465
instituto tecnológico e das ciências sociais aplicadas e da saúde do centro educ. n. srª auxiliadora;instituto tecnológico e das ciências sociais aplicadas e da saúde do centro educ. n. srª auxiliadora;-21.754;-41.324
união de escolas superiores da funeso;união de escolas superiores da funeso;-8.009;-34.855
unidade de ensino superior dom bosco;unidade de ensino superior dom bosco;-2.53;-44.303
universidade estadual de ciências da saúde de alagoas - uncisal;universidade estadual de ciências da saúde de alagoas - uncisal;-9.666;-35.735
universidade santa úrsula;universidade santa úrsula;-22.903;-43.208
centro de ensino superior do vale são francisco;centro de ensino superior do vale são francisco;-8.758;-38.964
centro técnico-educacional superior do oeste paranaense;centro técnico-educacional superior do oeste paranaense;-24.42;-53.521
centro universitário christus;centro universitário christus;-3.717;-38.543
centro universitário la salle do rio de janeiro;centro universitário la salle do rio de janeiro;-22.883;-43.104
escola superior de tecnologia e educação de rio claro;escola superior de tecnologia e educação de rio claro;-22.411;-47.561
escola superior são francisco de assis;escola superior são francisco de assis;-19.936;-40.6
estácio fatern - faculdade estácio do rio grande do norte;estácio fatern - faculdade estácio do rio grande do norte;-5.795;-35.209
faculdade alagoana de administração;faculdade alagoana de administração;-9.666;-35.735
faculdade anglo-americano;faculdade anglo-americano;-25.548;-54.588
faculdade anhanguera de indaiatuba;faculdade anhanguera de indaiatuba;-23.09;-47.218
faculdade anhanguera de passo fundo;faculdade anhanguera de passo fundo;-28.263;-52.407
faculdade anhanguera de pelotas;faculdade anhanguera de pelotas;-31.772;-52.343
faculdade anhangüera de ribeirão preto;faculdade anhangüera de ribeirão preto;-21.178;-47.81
faculdade arthur sá earp neto;faculdade arthur sá earp neto;-22.505;-43.179
faculdade avantis;faculdade avantis;-26.991;-48.635
faculdade batista brasileira;faculdade batista brasileira;-12.971;-38.511
faculdade birigui;faculdade birigui;-21.289;-50.34
faculdade castelo branco;faculdade castelo branco;-19.539;-40.631
faculdade cearense;faculdade cearense;-3.717;-38.543
faculdade cenecista de bento gonçalves;faculdade cenecista de bento gonçalves;-29.171;-51.519
faculdade centro paulistano;faculdade centro paulistano;-23.548;-46.636
faculdade da amazônia ocidental;faculdade da amazônia ocidental;-9.975;-67.81
faculdade da região dos lagos;faculdade da região dos lagos;-22.879;-42.019
faculdade de ampére;faculdade de ampére;-25.915;-53.473
faculdade de ciências aplicadas e sociais de petrolina;faculdade de ciências aplicadas e sociais de petrolina;-9.393;-40.508
faculdade de ciências da fundação instituto tecnológico de osasco;faculdade de ciências da fundação instituto tecnológico de osasco;-23.533;-46.792
faculdade de ciências e tecnologia do maranhão;faculdade de ciências e tecnologia do maranhão;-4.859;-43.356
faculdade de ciências exatas e tecnológicas santo agostinho - facet;faculdade de ciências exatas e tecnológicas santo agostinho - facet;-16.735;-43.862
faculdade de ciências sociais aplicadas de belo horizonte;faculdade de ciências sociais aplicadas de belo horizonte;-19.817;-43.956
faculdade de ciências sociais aplicadas de sinop;faculdade de ciências sociais aplicadas de sinop;-11.864;-55.504
faculdade de ciências sociais aplicadas - facisa;faculdade de ciências sociais aplicadas - facisa;-7.231;-35.881
faculdade de educação ciências e letras don domênico;faculdade de educação ciências e letras don domênico;-23.993;-46.256
faculdade de ensino superior do centro do paraná;faculdade de ensino superior do centro do paraná;-24.757;-51.761
faculdade de ensino superior dom bosco;faculdade de ensino superior dom bosco;-23.181;-50.647
faculdade de formação de professores de araripina;faculdade de formação de professores de araripina;-7.576;-40.498
faculdade de informática e administração paulista;faculdade de informática e administração paulista;-23.548;-46.636
faculdade de medicina do abc;faculdade de medicina do abc;-23.664;-46.538
faculdade de presidente venceslau;faculdade de presidente venceslau;-21.876;-51.844
faculdade de são bernardo do campo - fasb;faculdade de são bernardo do campo - fasb;-23.694;-46.565
faculdade de sorriso;faculdade de sorriso;-12.545;-55.711
faculdade de tecnologia da paraíba;faculdade de tecnologia da paraíba;-6.981;-34.834
faculdade de tecnologia de americana;faculdade de tecnologia de americana;-22.739;-47.331
faculdade de tecnologia de indaiatuba;faculdade de tecnologia de indaiatuba;-23.09;-47.218
faculdade de tecnologia de são josé dos campos - jessen vidal;faculdade de tecnologia de são josé dos campos - jessen vidal;-23.179;-45.887
faculdade de tecnologia do nordeste;faculdade de tecnologia do nordeste;-3.717;-38.543
faculdade de tecnologia faesa;faculdade de tecnologia faesa;-20.319;-40.338
faculdade de tecnologia intensiva;faculdade de tecnologia intensiva;-3.717;-38.543
faculdade de tecnologia senac df;faculdade de tecnologia senac df;-15.78;-47.93
faculdade de tecnologia senac rio;faculdade de tecnologia senac rio;-22.903;-43.208
faculdade de tecnologia thereza porto marques;faculdade de tecnologia thereza porto marques;-23.305;-45.966
faculdade do guarujá;faculdade do guarujá;-23.993;-46.256
faculdade do maranhão;faculdade do maranhão;-2.53;-44.303
faculdade do norte novo de apucarana;faculdade do norte novo de apucarana;-23.551;-51.461
faculdade do sudeste mineiro;faculdade do sudeste mineiro;-21.764;-43.35
faculdade do vale do itajaí mirim;faculdade do vale do itajaí mirim;-27.098;-48.918
faculdade educacional de colombo;faculdade educacional de colombo;-25.292;-49.224
faculdade educacional de francisco beltrão;faculdade educacional de francisco beltrão;-26.081;-53.055
faculdade estácio de sá de goiás;faculdade estácio de sá de goiás;-16.679;-49.254
faculdade estácio de santo andré;faculdade estácio de santo andré;-23.664;-46.538
faculdade estácio do pará - estácio fap;faculdade estácio do pará - estácio fap;-1.456;-48.504
faculdade evangélica do paraná;faculdade evangélica do paraná;-25.428;-49.273
faculdade integral diferencial;faculdade integral diferencial;-5.089;-42.802
faculdade interação americana;faculdade interação americana;-23.694;-46.565
faculdade intermunicipal do noroeste do paraná;faculdade intermunicipal do noroeste do paraná;-22.923;-53.137
faculdade jesus maria josé;faculdade jesus maria josé;-15.78;-47.93
faculdade maria milza;faculdade maria milza;-12.67;-39.102
faculdade maurício de nassau de fortaleza;faculdade maurício de nassau de fortaleza;-3.717;-38.543
faculdade meta;faculdade meta;-9.975;-67.81
faculdade metodista de santa maria;faculdade metodista de santa maria;-29.684;-53.807
faculdade mozarteum de são paulo;faculdade mozarteum de são paulo;-23.548;-46.636
faculdade nossa senhora aparecida;faculdade nossa senhora aparecida;-16.822;-49.245
faculdade politec;faculdade politec;-22.754;-47.414
faculdade presidente antônio carlos de uberaba;faculdade presidente antônio carlos de uberaba;-19.748;-47.932
faculdade santa izildinha;faculdade santa izildinha;-23.548;-46.636
faculdade santa terezinha;faculdade santa terezinha;-15.78;-47.93
faculdade são sebastião;faculdade são sebastião;-23.76;-45.41
faculdades associadas de uberaba - fazu;faculdades associadas de uberaba - fazu;-19.748;-47.932
faculdades integradas de jacarepaguá;faculdades integradas de jacarepaguá;-22.903;-43.208
faculdades integradas hélio alonso;faculdades integradas hélio alonso;-22.903;-43.208
faculdades integradas padre albino;faculdades integradas padre albino;-21.138;-48.973
faculdades integradas regionais de avaré;faculdades integradas regionais de avaré;-23.099;-48.926
faculdades integradas rui barbosa;faculdades integradas rui barbosa;-20.896;-51.379
faculdade unigran capital;faculdade unigran capital;-20.443;-54.646
faculdade unime de ciências sociais;faculdade unime de ciências sociais;-12.894;-38.327
faculdade vértice;faculdade vértice;-20.284;-42.341
instituto de educação superior raimundo sá;instituto de educação superior raimundo sá;-7.077;-41.467
instituto de ensino superior da grande florianópolis;instituto de ensino superior da grande florianópolis;-27.615;-48.628
instituto de ensino superior de foz do iguaçu;instituto de ensino superior de foz do iguaçu;-25.548;-54.588
instituto de ensino superior de rio verde;instituto de ensino superior de rio verde;-17.798;-50.928
instituto de ensino superior do amapá;instituto de ensino superior do amapá;0.039;-51.066
instituto federal de educação, ciência e tecnologia de roraima;instituto federal de educação, ciência e tecnologia de roraima;2.82;-60.673
instituto federal de educação, ciência e tecnologia do norte de minas gerais;instituto federal de educação, ciência e tecnologia do norte de minas gerais;-16.17;-42.29
instituto federal de educação, ciência e tecnologia do rio de janeiro;instituto federal de educação, ciência e tecnologia do rio de janeiro;-22.808;-43.414
instituto federal de educação, ciência e tecnologia do sertão pernambucano;instituto federal de educação, ciência e tecnologia do sertão pernambucano;-9.393;-40.508
instituto federal de educação, ciência e tecnologia do tocantins;instituto federal de educação, ciência e tecnologia do tocantins;-10.167;-48.333
instituto federal de educação, ciência e tecnologia  do triângulo mineiro;instituto federal de educação, ciência e tecnologia  do triângulo mineiro;-19.748;-47.932
instituto federal de educação, ciência e tecnologia farroupilha;instituto federal de educação, ciência e tecnologia farroupilha;-29.783;-55.792
instituto macapaense de ensino superior;instituto macapaense de ensino superior;0.039;-51.066
instituto superior de educação elvira dayrell;instituto superior de educação elvira dayrell;-18.823;-42.704
instituto superior de educação nossa senhora de lourdes;instituto superior de educação nossa senhora de lourdes;-16.45;-39.065
união das escolas do grupo faimi de educação;união das escolas do grupo faimi de educação;-20.819;-49.521
universidade do tocantins;universidade do tocantins;;
universidade federal rural da amazônia;universidade federal rural da amazônia;-1.456;-48.504
centro de educação superior única;centro de educação superior única;-27.597;-48.549
centro de ensino superior cenecista de farroupilha;centro de ensino superior cenecista de farroupilha;-29.225;-51.348
centro universitário fecap;centro universitário fecap;-23.548;-46.636
escola bahiana de medicina e saúde pública;escola bahiana de medicina e saúde pública;-12.971;-38.511
escola de engenharia de piracicaba;escola de engenharia de piracicaba;-22.725;-47.649
faculdade américa latina;faculdade américa latina;-29.168;-51.179
faculdade anglo-americano de bagé;faculdade anglo-americano de bagé;-31.331;-54.107
faculdade anhanguera de itapecerica da serra;faculdade anhanguera de itapecerica da serra;-23.717;-46.849
faculdade anhanguera de valinhos;faculdade anhanguera de valinhos;-22.971;-46.996
faculdade anhanguera jaraguá do sul;faculdade anhanguera jaraguá do sul;-26.486;-49.067
faculdade arnaldo horácio ferreira;faculdade arnaldo horácio ferreira;-12.092;-45.805
faculdade atenas;faculdade atenas;-17.222;-46.875
faculdade brasil norte;faculdade brasil norte;0.039;-51.066
faculdade cidade verde;faculdade cidade verde;-23.425;-51.939
faculdade comunitária de joão monlevade;faculdade comunitária de joão monlevade;-19.81;-43.174
faculdade da alta paulista;faculdade da alta paulista;-21.935;-50.514
faculdade da fronteira - faf;faculdade da fronteira - faf;-26.254;-53.633
faculdade das américas;faculdade das américas;-23.548;-46.636
faculdade de artes plásticas da fundação armando alvares penteado;faculdade de artes plásticas da fundação armando alvares penteado;-23.548;-46.636
faculdade de caldas novas;faculdade de caldas novas;-17.744;-48.626
faculdade de campina grande;faculdade de campina grande;-7.231;-35.881
faculdade de ciências econômicas, administrativas e da computação dom bosco;faculdade de ciências econômicas, administrativas e da computação dom bosco;-22.469;-44.447
faculdade de ciências e tecnologia de unaí - factu;faculdade de ciências e tecnologia de unaí - factu;-16.358;-46.906
faculdade de ciências humanas do sertão central;faculdade de ciências humanas do sertão central;-8.067;-39.12
faculdade de ciências jurídicas e sociais aplicadas do araguaia;faculdade de ciências jurídicas e sociais aplicadas do araguaia;-15.89;-52.257
faculdade de educação ciências e artes dom bosco de monte aprazível;faculdade de educação ciências e artes dom bosco de monte aprazível;-20.773;-49.714
faculdade de educação e meio ambiente;faculdade de educação e meio ambiente;-9.913;-63.041
faculdade de engenharia de sorocaba;faculdade de engenharia de sorocaba;-23.502;-47.458
faculdade de ensino superior de floriano;faculdade de ensino superior de floriano;-6.767;-43.023
faculdade de estudos avançados do pará;faculdade de estudos avançados do pará;-1.456;-48.504
faculdade de filosofia, ciências e letras de duque de caxias;faculdade de filosofia, ciências e letras de duque de caxias;-22.786;-43.312
faculdade de filosofia ciências e letras de ituverava;faculdade de filosofia ciências e letras de ituverava;-20.339;-47.781
faculdade de filosofia ciências e letras de macaé;faculdade de filosofia ciências e letras de macaé;-22.371;-41.787
faculdade de filosofia ciências e letras de penápolis;faculdade de filosofia ciências e letras de penápolis;-21.42;-50.078
faculdade de filosofia ciências e letras dom bosco;faculdade de filosofia ciências e letras dom bosco;-22.469;-44.447
faculdade de filosofia de passos;faculdade de filosofia de passos;-20.719;-46.61
faculdade de formação de professores da mata sul;faculdade de formação de professores da mata sul;-8.683;-35.592
faculdade de formação de professores de goiana;faculdade de formação de professores de goiana;-7.561;-35.003
faculdade de fortaleza;faculdade de fortaleza;-3.717;-38.543
faculdade de iporá;faculdade de iporá;-16.442;-51.118
faculdade de pimenta bueno;faculdade de pimenta bueno;-11.673;-61.193
faculdade de rolim de moura;faculdade de rolim de moura;-11.733;-61.778
faculdade de rondônia;faculdade de rondônia;-8.762;-63.904
faculdade de tecnologia de guaratinguetá;faculdade de tecnologia de guaratinguetá;-22.816;-45.193
faculdade de tecnologia de jahu;faculdade de tecnologia de jahu;-22.296;-48.558
faculdade de tecnologia rubens lara;faculdade de tecnologia rubens lara;-23.961;-46.334
faculdade de telêmaco borba;faculdade de telêmaco borba;-24.324;-50.616
faculdade de viçosa;faculdade de viçosa;-20.754;-42.882
faculdade do espírito santo;faculdade do espírito santo;-20.849;-41.113
faculdade dottori;faculdade dottori;-23.548;-46.636
faculdade energia de administração e negócios;faculdade energia de administração e negócios;-27.597;-48.549
faculdade escritor osman da costa lins;faculdade escritor osman da costa lins;-8.118;-35.291
faculdade estácio de sá de vitória;faculdade estácio de sá de vitória;-20.319;-40.338
faculdade faccat;faculdade faccat;-21.935;-50.514
faculdade guaraí;faculdade guaraí;-8.834;-48.51
faculdade ibgen - instituto brasileiro de gestão de negócios;faculdade ibgen - instituto brasileiro de gestão de negócios;-30.033;-51.23
faculdade ined de rio claro;faculdade ined de rio claro;-22.411;-47.561
faculdade inedi;faculdade inedi;-29.951;-51.094
faculdade infórium de tecnologia;faculdade infórium de tecnologia;-19.817;-43.956
faculdade integração tiete;faculdade integração tiete;-23.102;-47.715
faculdade la salle;faculdade la salle;-13.05;-55.911
faculdade lions;faculdade lions;-16.679;-49.254
faculdade machado de assis;faculdade machado de assis;-22.903;-43.208
faculdade maurício de nassau de belém;faculdade maurício de nassau de belém;-1.456;-48.504
faculdade meridional;faculdade meridional;-28.263;-52.407
faculdade metropolitana da amazônia;faculdade metropolitana da amazônia;-1.456;-48.504
faculdade mineirense;faculdade mineirense;-17.569;-52.551
faculdade morumbi sul;faculdade morumbi sul;-23.548;-46.636
faculdade natalense de ensino e cultura;faculdade natalense de ensino e cultura;-5.795;-35.209
faculdade padrão;faculdade padrão;-16.679;-49.254
faculdade piauiense de processamento de dados;faculdade piauiense de processamento de dados;-5.089;-42.802
faculdade pitágoras de poços de caldas;faculdade pitágoras de poços de caldas;-21.788;-46.561
faculdade pitágoras de tecnologia de contagem;faculdade pitágoras de tecnologia de contagem;-19.932;-44.054
faculdade porto-alegrense;faculdade porto-alegrense;-30.033;-51.23
faculdade presidente antônio carlos de betim;faculdade presidente antônio carlos de betim;-19.968;-44.198
faculdade redentor de campos;faculdade redentor de campos;-21.754;-41.324
faculdade regional de alagoinhas;faculdade regional de alagoinhas;-12.136;-38.419
faculdade santa fé;faculdade santa fé;-2.53;-44.303
faculdade são tomaz de aquino;faculdade são tomaz de aquino;-12.971;-38.511
faculdade são vicente;faculdade são vicente;-9.748;-37.437
faculdade serra da mesa;faculdade serra da mesa;-14.525;-49.141
faculdades integradas antônio eufrásio de toledo de presidente prudente;faculdades integradas antônio eufrásio de toledo de presidente prudente;-22.126;-51.389
faculdades integradas associação de ensino de santa catarina;faculdades integradas associação de ensino de santa catarina;-27.597;-48.549
faculdades integradas de araraquara;faculdades integradas de araraquara;-21.794;-48.176
faculdades integradas de botucatu;faculdades integradas de botucatu;-22.886;-48.445
faculdades integradas de cassilândia;faculdades integradas de cassilândia;-19.113;-51.734
faculdades integradas de cataguases;faculdades integradas de cataguases;-21.389;-42.697
faculdades integradas de paranaíba - fipar;faculdades integradas de paranaíba - fipar;-19.677;-51.191
faculdades integradas do vale do ivaí;faculdades integradas do vale do ivaí;-24.248;-51.685
faculdades integradas ipep;faculdades integradas ipep;-22.906;-47.061
faculdades integradas ipitanga;faculdades integradas ipitanga;-12.894;-38.327
faculdades integradas são judas tadeu;faculdades integradas são judas tadeu;-30.033;-51.23
faculdade sul-americana;faculdade sul-americana;-16.679;-49.254
faculdade tijucussu;faculdade tijucussu;-23.623;-46.551
faculdade ubaense ozanam coelho;faculdade ubaense ozanam coelho;-21.12;-42.943
faculdade unilagos;faculdade unilagos;-25.941;-52.176
faculdade vale do cricaré;faculdade vale do cricaré;-18.716;-39.859
faculdade vasco da gama;faculdade vasco da gama;-12.971;-38.511
instituto de ciências jurídicas e sociais professor camillo filho;instituto de ciências jurídicas e sociais professor camillo filho;-5.089;-42.802
instituto de ensino superior da funlec;instituto de ensino superior da funlec;-20.443;-54.646
instituto de ensino superior de rondônia;instituto de ensino superior de rondônia;-9.913;-63.041
instituto de ensino superior do sul do maranhão;instituto de ensino superior do sul do maranhão;-5.526;-47.476
instituto de ensino superior presidente tancredo de almeida neves;instituto de ensino superior presidente tancredo de almeida neves;-21.136;-44.262
instituto federal de educação, ciência e tecnologia de pernambuco;instituto federal de educação, ciência e tecnologia de pernambuco;-8.054;-34.881
instituto federal de educação, ciência e tecnologia  de santa catarina;instituto federal de educação, ciência e tecnologia  de santa catarina;-27.597;-48.549
